SeqNo,text,hashtags,comments,likes
1404,1404,"La samarreta de joc de la @geemmaguerrero, aquest any, amb l' @hstcugat 🥰

Totes les noies del club i els nois del sènior A portaran el logo #noméssíéssí✊ perquè aquest partit només el guanyarem plegats 
#heforshe #respect #handballtime",heforshe,|🔥🙌👏♥️🖤,17
1405,1405,"Here it is! 
Special thanks to @chapmandigital and @niamhowallo for filming this special day. We had so much fun creating with these powerful women, it's truly all I want for this business. Women empowing women. 
So here's a quick look at some merch and pieces that will be for sale on the sixth♀️
See you there!",heforshe,|Sweet moves 🤩 @aubreecolquhoun|💜💜|#WomensReality #Timesup #MeToo #EverydaySexism #ToTheGirls #HeForShe #YesAllWomen #EffYourBeautyStandards #GirlsLikeUs #AllMenCan #Feminist #Feminism #GirlsUnite #BlackGirlsAreMagic #SayHerName|🔥🔥🔥🔥😍😍😍😍😍💕💕💕💕💕♀️|Adorable 💕|Cuuuties ❤️,37
1406,1406,"Catherine Bailey and her husband Robin Petravic discovered the Heath factory in 2003, while she was consulting for a design agency. While initially the couple were just interested in helping the company from a design perspective, they learned a year later that Heath was being sold; within no time, they raised funds and bought the 55-year old brand instead. Since then, Cathy has restructured and grown the local company, and even opened a storefront in Los Angeles in 2008. Now, Heath Ceramics is not only a San Francisco staple but also consists of 230 people (a team more than nine times larger than when they purchased the business 14 years ago.)",heforshe,"|#femalefounders #womenwhorunshit #businesswomen #beauty #femaleentrepreneurs #inspiration #goals #beauty #womenempowerment #girlboss #heforshe #brandingagency #branding #heathceramics #heath #sanfrancisco|wow, wow, wow! absolutely love this story and must check out @heathceramics|wow, wow, wow! absolutely love this story and must check out @heathceramics",32
1407,1407,"Of 189 economies assessed in 2018:⁣
⁣
👉 104 economies still have laws preventing women from working in specific jobs.⁣
⁣
👉 59 economies have no laws on sexual harassment in the workplace.⁣
⁣
👉 18 economies legally allow husbands to prevent their wives from working.",heforshe,"|.
.
.
.
.
#fridayfastfact #fastfact #fastfacts #stats #facts #factsonly #equalitycantwait #equality #herfuturecoalition #feminism #feminist #equalemployment #allinforher #heforshe #girlscount #genderequality|😮😲",61
1408,1408,"Our Landy doing what it's designed for and loves, off road at a secret military establishment. Shhhhhhhhhhh",heforshe,|#bttfrs #firecover #fire #london #wetdown #firesafety #firefighters #pinewoodstudios #leavesdenstudios #longcrossstudios #bottleyardstudios #netflix #netflixmovies #specialeffects #fireeffect #production #heathrowairport #londonheathrow #heathrowfireservice #airportfirefighter #crashrescue #airportfireservice #feuerwehrauto #feuerwehrmann #heforshe #secretplaces,28
1409,1409,"C H E M I S T R Y ✨❤
__
( Just look at their hands! Is not this love,because I think that if girl and boy are holding hands, that's a LOVE! That's my opinion. ❤🌚)
__
@harry_mione_lovee 
__
#harmione #hermionegranger #harrypotter #emmawatson #danielradcliffe #danrad #emmywatson #danrad #harmionevideo #harmioneedits #perfectlove #heforshe #sheforhe #dracomalfoy #tomfelton #demma #love #ginnyweasley #bonniewright #ronweasley #rupertgrint #russiaisoccupant #Followformore",heforshe,|AAAAAAA RADSON/HARMIONE IS  PERFECT❤️😍😍,112
1410,1410,"As of this morning @rob.lea has biked over 1,600 miles and spent over 105 hours in the saddle as he makes his way across America. Rob is using his ride, and his entire Ultimate World Triathlon, to bring light to implicate biases and women’s equality. Miles and time well spent. Pictured here is Rob stretching after a 100+ mile day crossing the plains of North Dakota.  #triforequality #heforshe #ultimateworldtri #climbforequality. 📸@jaykolsch",heforshe,|Powerful photo,71
1411,1411,#HeForShe 5 yaşında! Beş yıl önce @emmawatson Birleşmiş Milletler’de yaptığı o unutulmaz konuşmayla tüm erkekleri ve erkek çocuklarını eşitlik için kadınlarla omuz omuza olmaya çağırdı. Siz de bugün bir adım atın ve bir HeForShe olun! #BenDeğilsemKim,heforshe,|Greetings from Puerto Rico! 🇵🇷❤♀️|@heforsheturkiye bu rozetlerinizi nerden bulup alabiliriz acaba? 🤔|👏👏👏|Çok teşekkür ederiz Doğum gününüz kutlu olsun Nice mutlu senelere hayırlısıyla inşallah Saygılar ve Sevgiler 🧚🏻‍♂️🎂✨|🙌😍🎆❤️Çok güzel ❤️🎆❤️🎆😍🙌|🙌😍🎆❤️Heforshe nasıl katılım sağlanıyor|🌕🔵,427
1412,1412,Los hombres pueden cuidar a sus hijos e hijas de igual forma que las mujeres 👆🦋 #CiudadesSeguras #DDHH #DDHHMujeres #EducacionenDDHH #JusticiaDeGenero #Feminismo #Sororidad #yosoyfeminista #Mujeres #empoderamientofemenino💪 #mujeresempoderadas #ONU #ONUMUJERES #HeForShe #HeForSheVenezuela #niunamenos #niunamenosvenezuela #vivasylibresnosqueremos #nomasviolenciacontralamujer #quenadiesequedeatrás #igualdad #genero #igualdaddegenero #equidaddegenero #abogadareinabaiz #LibresySeguras #venezuela,heforshe,|👏💚,26
1413,1413,"Five years ago today, @emmawatson delivered her powerful speech at the @unitednations. Her words are just as meaningful today... ❤️Thank you Emma for the weekend inspo! .
.
.
#flashbackfriday #heforshe #rosecitysummit #inspo #genderequality",heforshe,|❤️❤️❤️❤️|THIS,50
1414,1414,"so proud of everything she's achieved ❤️
#emmawatson",heforshe,"|[tags, ignore; #emmawatson #watson #emma #timesup #harrypotter #hermionegranger #beautyandthebeast #belle #presstour #follow #premiere #f4f #followers #hogwarts #feminist #queen #proudofemma #heforshe #feminism #text #thecircle #maeholland #tumblr #emmacharlotteduerrewatson #idol #gaintrick #gainpost #followme #goldenglobes #photoshoot ]|💛💛💛|Bellisima 😍😍😍😍😍😍😍😍|Beautiful|she deserves the best of everything! 🌹❤️",75
1415,1415,"“men will continue to out number women in the work place, as long as they [we] don’t out smart them.” #genderequality #genderequity #heforshe #bcit #fightforchange #unitednations #unwomen #getfreetour",heforshe,|Omg!! Cuties!!!,90
1416,1416,"WOMEN’S  WORLD
It’s just another normal day, Mr. and Mrs. Cumberworth are busy with their perfect job roles, thank you.
Mr. and Mrs. Cumberworth are among those couple who are well accepted and well maintained family of the city called ‘Modern Society’. It’s a very lovely city where males and females are perfectly equal except the fact that women start rebelling for equal payments, rights over their own body and etc, stupid women.
Now, as the clock strikes at nine am Abigail comes down from her room to meet her parents for breakfast maybe that’s the only time you can see three of them together. Oh, I was nearly forgetting to introduce Abigail, Abigail Montana Cumberworth one and only daughter to Mrs. Montana Cumberworth and Mr. Alexander Cumberworth. She is seventeen, very intelligent, artistic and a headstrong young lady. She is very beautiful, no I am not going explain how she looks like she could be either very beautiful or very ugly her by appearance am leaving it up to your imagination but she is a very beautiful human. Now moving on, Mr. cumberworth looked up at his daughter with a not so satisfying glance according to him and the standards of the city modern society she would have been a perfect lady if she wasn’t so, let’s call it rebellious. Mrs. cumberworth  with wished her daughter ‘Good Morning Abi’ with a very flattering smile she wore it so skillfully that one cannot see the despair in her corner of her eyes. But, not Abigail she knows her mom if it was someone else they would have let it go but not her, not abi.

She asked her mom, “DAD FORCED HIMSELF ON YOU AGAIN?!” a little louder than she was supposed to according to the rulebook of city. Her, mom just lowered her eye. Now how could she defy her husband? That husband who treats her with enormous luxury, fulfill her every wishes and most importantly let her do her job. Who cares about martial rape? According to the city’s rulebook it’s a pleasure all men deserve.

Rest in comments",heforshe,"|Abi understood her mother’s silence and gave  her father a stare a kind of stare that would have killed her father if looks could kill. She asked her dad in calm yet very cold voice “Why?!!!” “why did you do it again Alexander!!!” her voice was getting louder than her dearest father prefer.
Mr. Alexander slammed his fist on the table so loudly that one of the cutlery fell on the floor and broke. 
He shouted very loudly at his daughter “THIS IS HOW YOU TALK TO YOUR DAD?! THIS WHAT YOUR MOM’S BEING TEACHING YOU?! TO INTERFARE IN ADULT’S MATTER?!!” Now Abigail was angry, the moment she was about to start arguing with her dad, Montana stopped her “Abi please”, she was about to fight her mom but Montana’s pleading look worked on her as a magic, she stopped. By the time Montana was stopping Abi, Mr. Cumberworth got his cue to leave from that what he calls a disgusting situation. With an one last disgusted and partly angered look he have departed for his job. Mr. Cumberworth was a lawyer by profession.  I don’t really know what are you going to with this useless piece of information but according to our city’s rulebook it’s really important to mention a man’s profession. 
When Monata noticed that her husband was not there anymore she sat by daughter’s side. Her daughter who was now fuming with anger by the fact that her mom let her dad do whatever he wants. Montana asked in her usual low tone “Abi dear are you okay?” Abi responded back in very displeased tone “how long mom? Just how long you will let him do whatever he wants?” she was in verge of angry tears
TO BE CONTINUE …|#wordsofwisdom  #womensworld #writing  #writersofinstagram  #storytime #yourqoutes  #writingagain  #heforshe  #words",12
1417,1417,Sorry I've been inactive school is a nightmare.,heforshe,"|Follow @_fightforfeminism_ (me) for more
#feminist #feminism #metoo #women #womenimpowerment #strongwomen #girlpower #girlsrights #equality #feministmemes #activist #heforshe #lgbt #female #femalerights #blacklivesmatter #lgbtqia #intersectionalfeminist #intersectional #nomeansno #climatechange #loveyourself #activism #inspirational #girlswholikegirls #loveislove #gay #bodypositive #prochoice #earth|I thought body positive was about a bunch of ppl who are too lazy to go the gym so instead they flaunt their out of shape bodies and promote obesity|And ur good booboo, we're all struggling a lot in school|Do unborn babies’ bodies deserve respect?|You should respect your body by keeping it healthy.|Unless their flat|Yeah accept obesity stats in America point to 50% of us being obese turning into morbidly obese. And the world is starting to follow our behavior, I’m a fit kid in high school sure put me above the fat kids because I don’t have a “fat gene” are you fucking crazy? NO I worked my as off for my body and was an Insanely active kid. IF YOUR OBESE YOUR FUCKING UNHEALTHY. IF YOUR OBESE PEOPLE DONT VIEW YOU AS ATTRACTIVE. NOBODY CARES WHAT YOU THINK ABOUT YOUR BODY REALLY ACCEPT FOR YOURSELF. AND YOU CANNOT TELL ME YOUR SITTING OUT HERE WITH YOUR 100+ POUND OVERWEIGHT SELF FEELING ALL FINE AND DANDY. Step 1) RECOGNIZE THE PROBLEM ITS GONNE BE HARD, but guess what? Your human and I believe you can.",1437
1418,1418,"Believe survivors. 
When I was nine I was molested by a older male neighbor. Two male police officers came to my house. They sat on either side of me on my couch. I remember putting my feet up against the edge of the coffee table to hide them shaking as much as I could. They were nice to me. But it was traumatic. They told my mom to take me to the hospital. My mom had been a victim of repeated incest rape as a child and teen. I asked why they wanted me to go to the hopsital. She screamed at me ""To see if he put his penis inside you, DEAR."" She was struggling with her own demons this brought up for her. I didn't talk about it anymore. Many other girls on the street had been molested. I told the cops all. They interviewed each girl who were mad at me for telling. Nothing whatsoever happened to him. He grabbed our budding breats and pinched them and literally grabbed our pussys. Nothing happened. My dad stayed friends with him. I told my dad to go fuck himself when I was a bit older, (there were a lot of other issues there besides this). It was satisfying. 
I have other stories. This is the one I will share, today.",heforshe,|#believewomen #believevictims #believesurvivors #intersectional #metoo #feminism #equality #girlpower #womenempowerment #whyididntreport #yesallsurvivors #timesup #menarevictumstoo #truth #boysarevictimstoo #heforshe #consent #peoplesrights #mentalhealth #rapeculture #testthekits #empowerment #sexualassault #tothegirlsandboys #molestationsurvivor #nomore #metoomovement #empowerment #nomorevictims #unbelievable|You are breaking the cycle with your children.,16
1419,1419,"“I want you to feel the fear I feel every day. And then I want you to act. I want you to act as you would in a crisis. I want you to act as if our house is on fire.” - @gretathunberg 🌳🌎🌈
#TodayWeStrike #ForTomorrow #ForUs #ForOurFuture #ClimateStrike #ClimateCrisis #Justice
•
•
Photo by @webster.cao",heforshe,|#IntersectionalFeminism #HERstory #shesgotVERVE #volunteer #askhermore #GettingTo5050 #heforshe #stopabuseagainstwomen #letgirlslearn #activism #resist #persist #assist #persisterhood #VERVEhood #feminism #feministaf #grlpwr #solidarity #strongertogether #westandtogether #resistpersistassist,88
1420,1420,♀️#CumminsHeForShe #HeForShe,heforshe,|💕|👏👏👏,48
1421,1421,"Para comemorar os CINCO ANOS de criação do movimento HeForShe (ElesPorElas), Emma Watson foi escolhida como a próxima #DonaDaRua de destaque! 💙
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Nomeada embaixadora da Boa Vontade da ONU Mulheres, a nossa eterna Hermione Granger vem se dedicando (desde 2014) a engajar mulheres e homens na remoção das barreiras sociais e culturais, em busca da igualdade de gênero.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Fala aí, tem como não admirar? 👊",heforshe,"|#TurmaDaMonica #EmmaWatson #Emma #ONU #MauricioDeSousa #DonasDaRua #ONUMulheres #IgualdadeDeGenero #HeForShe #ElesPorElas|@gabi_segantini 😍❤️|😍😍😍😍😍|🤣🤣🤣🤣🤣|👏👏👏👏😍😍|😍😍😍😍 melhor dona da rua|Sensacional !!... 😄😄😄|😍 coisa marrrrlinda gente!|Princesa Disney,Bruxa e Dona da Rua!|Aiiiii que amor!!!!|❤️❤️❤️❤️❤️|Ameiiii💓|Amei a Mônica Watson ♥️♥️♥️|Olhe @mmichelle.felix|💜💜💜💜💜💜💜|#donasdarua|AHHHH EMMAAA❤️❤️ ótima ideia|Turma da Mônica nunca falha!!! 😍🙌|😂😂😂😂😂|eema?|Que coincidência",2630
1422,1422,"👑 𝑫𝒐𝒏𝒂𝒔 𝒅𝒂 𝑹𝒖𝒂 👑

Em comemoração ao aniversário de cinco anos do movimento @heforshe junto com a ONU mulheres, a escolhida desse mês para ser a #donadarua é a MARAVILHOSA da @emmawatson !

Para quem não conhece esse projeto LINDO da Turma da Mônica e a Maurício de Sousa Produções, vou explicar. Todo mês eles fazem uma homenagem a uma figura feminina que fez história. Assim essa mulher será fará parte do projeto ""Donas da Rua"". Como fã da atriz e de seu trabalho incrível fora das telas, estou SURTANDOOOOO pela atitude da equipe da Turma da Mônica por ter escolhido ela e por reconhecer esse trabalho MARAVILHOSO que ela está fazendo ao redor do mundo. Usando sua imagem e sua voz para fazer desse mundo um lugar melhor onde meninas e mulheres tenham orgulho de viver nele.

#donasdarua #emmawatson #heforshe #mauriciodesouza #turmadamonica",heforshe,"|Se o mundo existe, é por causa dela. Emma Watson, pra mim você é Deus, entenda isso. Maravilhosa! 😍💛😍💛😍|Que lindo❤️|Que lindo Ari! Amei ❤️|Adorei a notícia. Não sabia! Vou como é bom visitar os igs dos colegas! ❤️|Perfeita Emma 😍❤",57
1423,1423,"Tu trouves ça normal?

Ta coupe de cheveux t'appartient, et ton corps aussi. Le harcèlement est puni par la loi. Si tu en es victime, il existe des moyens de te faire aider.",heforshe,|#garçonjaiappris #sexisme #patriarcat #feminisme #masculinitépositive  #féminismes #féminisme #feministe #feminist #heforshe #newmasculinity #smashthepatriarchy #queer #genderqueer #genderfluid #sorryfeminist|@francois_moret account for you,53
1424,1424,"E o projeto “Donas da Rua”, da Mauricio de Sousa Produções e Turma da Mônica, homenageia esse mês, mais uma mulher incrível: a atriz Emma Watson. A eterna Hermione Granger dos filmes da saga Harry Potter, é fundadora do movimento HeForShe (ElesPorElas), subsidiária da Onu Mulheres, que comemora 5 anos de existência. Emma foi nomeada embaixadora da Boa Vontade pela Organização, que visa a luta pela igualdade de gêneros desde 2014. É como eu digo: o futuro é feminino e que comece o matriarcado! #DonasDaRua | 📸 @turmadamonica",heforshe,|#turmadamonica #turmadamônica #emmawatson #heforshe #elesporelas #onu #onumulheres #unitednations #unitednationswomen #organizaçãodasnaçõesunidas #msp #mauriciodesousa #mauriciodesousaproduções #feminismo #matriarcado #girlpower #quadrinhos #gibis #nerd #geek|@clairdeloony,46
1425,1425,Things are getting ready to roll here at #BCIT for the 5th and final stop of the #HeForShe #GetFreeTour. Thanks so much for the warm welcome staff and students! https://t.co/cdVyPEm8hF,heforshe,|Nice 😊🍀 #wemelectricmotors #invtacdrives 💯🇿🇦🏉🏉,23
1426,1426,༄ Emma as Sam in The Perks Of Being Wallflower (2012) ༄,heforshe,|#emmawatson#emmawatsonfanpage#feminist#emma#actress#harrypotter#potterhead#hermionegranger#hollywood#photo#heforshe#idol#nickimoore#instagood#movie#followme#emmawatsonlove#emmawatsonfan#followers#watsoner#weloveyou#emmacharlotteduerrewatson#emmawatsonstyle#angel|Adoro-te mesmo muito|You are my whole heart My Beautiful Goddess Emma I will obey you and do everything you tell me.  I truly want a life with you 😍🔥😍🔥😍🔥❤🔥❤🔥❤🔥❤🔥❤🔥❤🔥❤👄🔥👄🔥👄🔥👄🔥👄🔥👄🔥👄|The M.I.N.T EMPIRE MASTERS IN TRANSFORMATION GOOGLE IT. www . twiceasgood014.wordpress.com Bringing light to darkness. #fire @emmaroberts #fashion #instalike #instafollow #truck #mustang #ford #monstertruck #fashion #picoftheday #like4like #happy #smile #model #yellow #sunflower #high #art #darkart #painting|❤💕💛❤💕💛|Loved that movie ♥️,323
1427,1427,"soo as you may know it's my bday and i wanted to share two things with you: first, a pic of emma's last birthday on set (i'm emotional) and second my beautiful birthday cake🥺
my mom made it because i'm 17 now, that means i'm full-aged in the hp world wow! my mom thought it would turn out really bad but i think it's sooo beautiful!",heforshe,"|#emmawatson #emwatson #emmacharlotteduerrewatson #emmawatsonfanpage #emmawatsonlove #watsonator #ecdw #emmawatsonlover #emmawatsonfan #emmawatsonupdates #heforshe #heforshecampaign #oursharedshelf #harrypotter #hermionegranger #balletshoes #despereaux #myweekwithmarilyn #theperksofbeingawallflower #theblingring #thisistheend #noah #regression #colonia #beautyandthebeast #thecircle #littlewomen #littlewomen2019|Happy Birthday babie i wish u the best bday with ur family and w ur friends ur cake is amazing good appetite😘😋🥺💖💝💘💓💞|Aww that‘s so sweet of your mom❤️I hope you had a great day with your family and got many presents💍Love you cutie💋|AMINA- happy birthday gorgeous! Have an incredible day I hope you have the best year of your life filled with happiness and joy- you deserve it so much! That cake is honestly so amazing, I hope you have the best day and thank you for always making me smile, ily girl! Get lots of presents!! 🎁🎂🍰|OMG THIS BDAY CAKE IS SO BEAUTIFUL I WANT THE SAME|also, I posted something for your bday|wow|Happy birthday 🥳🥳🥳|Hbd 🎈🎉🎂|@soulwatson Hi!! You have an amazing 17 years old, and so congratulations to you and to Emma!! Hermione!! also💗💗💗💗💗💗💗💗💗💗💗💗💗💗🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹|OMG HOW BEAUTIFUL THIS ISSS🤧🤧|HAPPY BIRTHDAY SUNSHINE|I LOVE U SO MUCH💗|HOPE YOUR DAY WAS AMAZING|ILYILYILY|THIS CAKE SEEMS PERFECT|Happy Birthday💘|Everything you wish for should come true. you are a wonderful and nice person, stay the way you are and ily❤|happy birthday love from latvia ❤️🤧|❤️❤️|ich liebe dich 💛|happy birthday angel❤️ an amazing cake|Happy Birthday!!! 😻💖😻💖|Aww you deserve all baby❤️|Love u so so muvh❤️|Awwww happy birthday angel!! 🖤|Oh wow! Happy bday ilysm 💜|Have a great day 💜|Tha cake is beautiful are so are you bb~❤️|Happy birthday!|Happy birthday!! 💖|Happy birthday!💕|YOUR PARENTS ARE THE BEST|HBD GIRLL|happy birthday ♥️|hope u had a great day ily❤️😍|Felicidades princesa bella😍😘💞💕♥️|Eu quero o bolo meda um pedaço|you are the dancing queeeen, young and sweeeet, only seventeeeeen",440
1428,1428,"""Peace begins with a smile""-Mother Theresa
♡♡♡
-Celebrating 'World Peace Day' with special ones😊✌
:
:
Follow meh ispesielle fwens:-
@ro_han.sh
@mansi_hr
@_namraata_ 
@riasakshi_2908
and others.
---------------------------
#heforshe
#spreadtheawareness
#promotinggenderequality
#nature
#PEACE",heforshe,|ilyyyy🤪💖|Wait wait wait? did i just forget the melody?|Ban chuttars 💖💞|Boiiiiiiiii|Farata♥️|@ro_han.sh eyy man guet 3rd slide la..mank enkor 1 baton dan peace laa!!😂😂|Lyyy💕,129
1429,1429,Women supporting women and more He for She #advocate #womensrights #equality #heforshe #worklife #balance,heforshe,|Well said....,5
1430,1430,"#HeForShe turns 5 today! Five years ago @emmawatson made a passionate speech at the @unitednations inviting men, boys and all genders to stand in solidarity with women for #equality. In 5 years, many things have changed and progress has been made. Next week we’ll be launching our annual #IMPACTReport and sharing stories of change from all over the world. Take your first step at HeForShe.org and click I COMMIT #genderequality #ifnotnowwhen #ifnotmewho",heforshe,"|PLEASE COULD YALL LIKE THE POST IN MY IG STORY? IS FOR A CONTEST, THX|YASSSSSSSS|❤️|👏👏|Very happy birthday @heforshe ! I support you 💯% in the fight for gender equality. 💪🏻🇺🇳|I signed on Sept. 22, 2014 at #42843. I want to encourage all men and boys to do the same. Support gender equality! Support #HeForShe|👏👏👏 greetings from Puerto Rico! ♀️❤🇵🇷|Any events planned in Toronto?|💐💐💐💐💐💐💐💙💙💙💦|Happy birthday HeforShe!!! 😂 I will support you forever!!! #genderequality #feminism|💖💖🤩🤩⚡️⚡️|👏🏽👏🏽👏🏽|👏🏽👏🏽👏🏽",1596
1431,1431,"Humbled and honoured to be the featured volunteer of @unwomenuk. We need to raise more awareness on gender inequality and how poetry and poetry spaces can be exclusive or unsafe for women and gender minorities. Many spaces within the London poetry scene, including @thepoetrysociety where we hold our events, need to adopt clear and accountable policies and guidelines to be safer for and more inclusive of women and gender minorities, and take a stance against rape culture, against the desensitisation of gendered and sexual violence. It is undeniable that voices of LGBT+, BAME, and female poets have been systemically removed from the canon and some organisations still continue to do that. And we're really proud to have made a small change, albeit small, by creating a diverse night with so many powerful voices - a few of which were heard for the first time - in order to raise awareness on gender equality. We are so proud of every single one of our poets (tagged in the photo) 👏👏🙏🌹 #poetsversus #feminism #genderequality #heforshe #drawaline #poetsvsgenderinequality #endgenderbasedviolence #genderequality #equalityforall #blacklivesmatter #translivesmatter #nonbinarylivesmatter #womensrights #reproductiverights #fightracism #fightsexism #londonpoetry #londonpoets",heforshe,"|🖤🖤🖤🖤🖤|It was an honour to be involved. 🔥❤️|Thank you, we are hugely grateful you chose to champion our causes through the beautiful medium of poetry 🙏💙",28
1432,1432,"He doesn’t really think that, perhaps. He’s simply gaslighting.
.
.
.
.
.
.
#feminist #feminism #indianfeminism #feminisminindia #kerala #womenempowerment #womenhelpingwomen #empowerment #equality #genderequality #gender #genderpower #herstory #heforshe #periodproblems #periodshaming #menstrualcup #girls #keralawomen #patriarchy #intersectionalfeminism #intersectionality",heforshe,"|🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻|☺️|Nobody is denying patriarchy. We know it exists in many parts of the world. It however does not exist in the modern Western societies. You live in Germany. What kind of patriarchy exists there? The current German government is in fact importing massive numbers of people from patriarchal cultures into the country. Remember the mass sexual assault in Cologne? The men were performing ""Taharrush gama'i"" which in Arabic translates to ""Collective Assault"" on German women. We didn't see any feminist outrage for that. So it's pretty clear that you want certain cultures to continue their patriarchal power structures while you actively shame masculinity in modern societies. And yes, I can answer your tomorrow's question today. You are an example of ഫെമിനിച്ചി. 😏",138
1433,1433,"The road is hard and challenging. 
Whatever you met, meet or will meet, I'll always support you, cause you ignited my dream. 
#emmawaston #emma #emmawatsonhot #emmawatsonfan #emmawatsonedit #feminist #heforshe #unitednations",heforshe,|💙💙💜|Awww so cute|You stun,87
1434,1434,"Después de la tormenta viene... La Fiesta!!!
ISA… Y de cómo las mujeres superamos una tusa... haciéndonos más fuertes ! #sexologia #isasexologia #mujeresempoderadas #mujeres #mujer #mujeresemprendedoras #mujeresvalientes #venezuela #mujeresreales #sororidad #feminismo #colombia #amorpropio #empoderamientofemenino #equidaddegenero #niunamenos #n #emprendimiento #vivasylibresnosqueremos  #heforshe #mujeresempresarias #empoderamiento  #justiciadegenero #igualdad #s #libresyseguras ##igualdaddegenero",heforshe,"|Waooooo¡! La demora fue empezar, y de allí cada vez mas empoderada y creativa¡!|😍",17
1435,1435,"It’s always so impressive to see just how fast the girls learn the skills we teach them 💫
From wobbly mandalas on paper to a dream catcher on cloth bags, they’ve come such a long way and we couldn’t be prouder ♥️",heforshe,|#projectadhikaar #mumbai #mandala #mandala_art #mandalaart #womenempowerment #womenempoweringwomen #womeninspiringwomen #heforshe #vocationalskills #businessskills #communication #healthawareness #thingstodoinmumbai,26
1436,1436,"Answering questions live. 
Cute angel Emma! 
#emmawaston #emma #emmawatsonhot #emmawatson #emmawatsonfan #emmawatsonedit #heforshe #feminist",heforshe,|Cuteness overload,158
1437,1437,Smart man!  @makerswomen #johnlegend #speakup #genderequality #womenempowerment #feminist #heforshe,heforshe,|So true! We won’t reach gender equality if half the population isn’t on our side,19
1438,1438,,heforshe,"|#facaoteste, #facaotesterapido, #hiv, #sororidad, #sifilis, #hepatites, #ufop, #infectologia, #hivaidsprevention, #heterosexuales, #heterosexual, #lgbti, #heforshe, #igualdadedegenero, #somostidosum|👏👏👏👏👏",17
1439,1439,"The end.⠀
.⠀
.⠀
.⠀
.⠀
.⠀
#feminist #feminism #workhard #youmatter #worth #youmatter #History #slay #metoo #timesup #selfworth #believe #empowerment #InspirationalWomen #inspirational #protest #positivevibes #positivity #love #heforshe #achieve #success #support #Dream #hustle101 #instagood #kindness #strength #power",heforshe,"|Yes. 🙌🙌|I love this and it's something I needed to see this evening. I've just bailed on 2 invitations ☹️|YES|I just made my first withdrawal of $40,000, I also have access to my trading account, take a wise and hold step and invest with @britney_fx_binary",620
1440,1440,"No excuse 👏👏👏
.
.
.
.
#feminist #feminism #workhard #youmatter #worth #youmatter #History #slay #metoo #timesup #selfworth #believe #empowerment #InspirationalWomen #inspirational #protest #positivevibes #positivity #love #heforshe #achieve #success #support #Dream #hustle101 #instagood #kindness #strength #power",heforshe,"|1st amendment rights trump the “dictionary.” This just feeds the lies of people who need help|Well, my argument has been made invalid, there we go @cato_reborn|YES 👏👏👏👏👏",194
1441,1441,"Omg she’s so adorable 🥺
。
。
。
。
。
。
。
。
。
。
。
。
。
。
@emmawatson #emmawatson #emmawatsonfan #emmawatsonlove #emmawatsonfanpage #movies #hermionegranger #hermionegrangeredit #hermionejeangranger #love #beautiful #perksofbeingawallflower #samanthadutton #theblingring #nikimoore #thecircle #maeholland #actress #thetaleofdespereaux #princesspea #balletshoes #aweekwithmarilyn #colonia #noah #regression #littlewomen #idols #beautyandthebeast #heforshe #yourvoiceinmyhead",heforshe,|Pls follow me!!🔥💕 f4f?|❤️❤️❤️❤️❤️❤️❤️❤️❤️👏👏😍😂😂🎊|Beautiful and great person|Babyyyyyy 😘|😂|So cute!|Awesome,587
1442,1442,"""I would be lying if I didn't say there was an element of wanting to be liked that influenced my decision to close the deal without a real fight. I didn't want to seem 'difficult' or 'spoiled.' At the time, that seemed like a fine idea, until I saw the payroll on the Internet and realized every man I was working with definitely didn't worry about being 'difficult' or 'spoiled.'"" ""I'm over trying to find the 'adorable' way to state my opinion and still be likable! F*ck that. I don't think I've ever worked for a man in charge who spent time contemplating what angle he should use to have his voice heard. It's just heard.""
- #jenniferlawrence ————————————
#feminism #fucksexism #sexism #feminsta #feminist #india #patriarchy #genderequality #feministblog #feministblogger #heforshe #metoo #timesup #fiftyshades #whyididntreport #maleprivilege #blog #blogger #believewomen #believesurvivors #womensreality #nomoore #iamwithher #iamanastywoman #everydaysexism #tothegirls #whyistayed #yesallwomen #sisterhood",heforshe,|Hi do you mind liking my recent post for a like for like?,10
