SeqNo,text,hashtags,comments,likes
480,"I keep saying the importance of our surroundings ! And this is exactly why! Can effect mental health big time , surround yourselves with incredible amazing loving uplifting people ❤️",weareequal,|#bekindtoyourself #changetheworld #weareequal #equality #equalityact #girlpower #girlpowerquotes #ladiesandgentlemen #toronto_insta #dailymotivation #sparkjoy #empowerment #empoweringwomen #dailyaffirmation #spreadlove #spreadkindness #bulletjournal #youarestrongerthanyouthink #innerpeacequotes #goaldigger #femaleempowerment #personalgrowth #innerpeace #beyourself #beyourbestself #femaleempowerment #innerpeace #unicornlovers #insearchofjoy #pinkquote #lettertome,11
481,"Üzücü :/ @_jikookx .
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|@_jikookx aynı durumdayız benim ailemde hep böyle diyom hemen bi lgbt dense yada chp hemen yok onlar salaklar saçma sapan işler hem müslümanım diyo hemde onları destekliyen bi insan müslüman olamaz diyorlar,32
482,"Don't Just Be Humble.• STAY HUMBLE •
.
.
.
.
.
.
.
.
.
.
#Meme #StayHumble #WeAreEqual #BeHumble #SayIt #BeKind #Equals #youaintallthat #DontForget #PostIt #LiveIt #StopHate #DontHate #Love",weareequal,"|👍👍👍👍👍|So true! ""A great man (or woman)  is always willing to be little."" -Ralph Waldo Emerson",52
483,"THIS ????
.
Follow us for more Feminist stories & quotes.
(📸 Credit to the respective owner(s))
-
-
-
-
-
-
#antiracism #nastywoman #womensmarch #equality #womenempowerment #womensupportingwomen #womenforwomen #womansrights #womensequality #everydaysexism #humansrights #weareequal #misandry #womansupportingwomen #womenarestrong #femalerightsarehumanrights #confidencequotes #feminismtag #feministblog #fempower #feministsbelike",weareequal,|Haha huge L 😂😂😂😂😂|Ummmm ever heard of international women's MONTH?|Ummmm ever heard of international women's MONTH?|Can't ❤️ this enough|@iseekthelight|Men only get one day too you fucking dumbass|Men get one day of respect but no one really cares about that day because men are trash right guys?,341
484,"When you mean business 😉😉
Put that hair up and try try try again! Boss babes never quit!
And yes you I am talking to you! Never give up!",weareequal,|#bekindtoyourself #changetheworld #weareequal #equality #equalityact #girlpower #girlpowerquotes #ladiesandgentlemen #toronto_insta #dailymotivation #sparkjoy #empowerment #empoweringwomen #dailyaffirmation #spreadlove #spreadkindness #bulletjournal #youarestrongerthanyouthink #innerpeacequotes #goaldigger #femaleempowerment #personalgrowth #innerpeace #beyourself #beyourbestself #femaleempowerment #innerpeace #unicornlovers #insearchofjoy #pinkquote #lettertome,10
485,"@zvbnus | yorumlarınız nedir?
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|Ifb|bu kişi kız mı erkek mi onu anlamadım ve er ya da geç kabullenirler|Ay ben lez olmak istesemde olmam ailem hayatta bana izin vermezler 😢|🔥,37
486,"PLEASE READ AND TAKE NOTICE.

Last night Paul Pogba witnessed Racial Abuse throughout the whole match. This is absolutely disgraceful to see that this kind of hatred is still around in the world of football, not just inthe world of football but in life in general. And how many times that these low lifes have to hear no matter what the colour, religion, or nationality, we are all the same. I hope these sick people realise how much damage they are causing to families. We should give them as  what i call a taste of their own medicine. They have to realise and come to conclusion that the world has changed, they need to learn that equality is a thing not a word. Some people say that ""oh we have to move on be strong"", but what they're basically doing is that they are letting these trouble makers who think this is entertainment to take over us , and make us all enemies. We stand with Pogba.
#weareunited
#weareequal
#wearehuman
#weareone

#notoracism",weareequal,|👏👏👏👏👍❤️ Well said!!!,4
487,"The universe is a complete unique entity.
Everything and everyone is bound together with some invisible strings.
Do not break anyone’s heart; do not look down on weaker than you. One’s sorrow at the other side of the world can make the entire world suffer; one’s happiness can make the entire world smile. ~ Shams Tabriz
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#begoodtopeople #loveoneanother #instafriends #instadaily #instafamily #weareequal #wearefamily",weareequal,"|You look divine @britta_viking_angel ✨👸✨|Perfekt Perfekt, Smuk 🌿|I live this way and More❤️|🌹|💗💗💗👼😊😊😊|💪👏👏👏👋😃|Gracias por sus HERMOSAS fotografías|😍😍😘💝|Beautiful  blond👸|Underbara fina du. Tack för allt. Kärlek till dig. ❤️|♡♡|Пусть будет много радости и счастья!💐💐💐|Hi!♥️|🌹|💕so beautiful....💕|Oh La Lá🏹🎏😚|👌👌👌👌👌",509
488,"me and my bro casually chillin in Tornado Alley. They think we trippin cause we stay there when it’s storm szn. 🌪😈 #philtyrc #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #huerc #soarrc #kungarnanation #fortnitevbucks
#releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc",weareequal,"|Nice🔥|🖤|Nobody:

Your comments: Your goated mind checking out my recent and drop a follow if im goated?🔥🤷🏿‍♂️|Hello we’re Team Exiles & we’re on the come up! 🚀
- Currently looking for amazing players
- Follow us & DM us if interested - Like & comment on our latest YouTube video link in bio|Want a chance to join @officialrised ? Like and comment on our recent and let us know. Don’t forget to follow and dm we need players like you🤭❤️|Cool Kids Table tho|🔥🐐|Nice clipppp 👾🎬! I️m enjoying the content I️ saw I️ Sent you a follow brotha shoot me a follow back :D actual person btw not a spam bot -RedopRe|Storm Szn 💕|u think you gor what it takes for our 10k rc? follow and dm me|when you dick ride lyf 🤤",34
489,"Aren’t we?
.
#borntolove #nohate #peace #loveisequal #wearefamily #noprejudice #nodiscrimination #nodisrespect #weareequal #equality #equalityforall #love #lovehumanity #humanity",weareequal,|We ❤️ 💗💕|同意Y(^_^)Y|Beautiful 😍,64
490,"By @kwanamikaela144 THE NEXT PHASE OF CHRIST CONSCIOUSNESS EMBODIMENT - FALSITY - SPIRITUAL COMMUNITY
It took hours to absorb and observe this Occurence in planetary and Collective level because it is Big; understanding of it to each of us will come in perfect timing, because, it's started and will amplify.
Source Diamond Ray/Light that came IN during 17th August, brought New spectrum of coded particles that in constant calm streams deeply penetrated into our Solar Diamond Crystalline LightBodies for opening of the next 'phase' for Christ Consciousness Embodiment. Many of us in 'entire energetic environment of planet' could feel 'too big calmness', while actually is undergoing collapsing of Falsity.

FALSITY AND SPIRITUAL COMMUNITY
This next 'phase', if you will, will bring forth:
Spiritual Community - leaders, teachers, gurus, healers, coaches, speakers, and more, - hidden 'spots', spiritual business: Are all that says being from 'Light Love', truly with pure intention for Collective elevation?
Embodiment of Christ Consciousness means that EQUALITY and COLLABORATION are qualities for each's individual ascension (elevation of Collective).
Our Divine Services are blessed gifts to share as vast as possible for ALL Highest Good, but in every moment you and I, we are Equal. We are Equal Divine Facets. I honour you for we are ONE.
I am feeling that this is Big Turning Point and from there any 'Falsity in spiritual community' will fall away in very seen way.
It will give true opportunity for those who were rooted in 3D Light Program - perception, to step into their own Divine Power more and more. 
To gain CONNECTION with ourselves is to become aware that everything you searched Outside of you so long waited for you WITHIN, deep Within. 
We are LOVE ❤
Kwana Mikaela

#weareequal #christconsciousnessembodiment #newearth",weareequal,|This is a sign. I’ve been thinking about getting a tattoo of a lotus flower and boom. First thing I see when I open IG,148
491,"🎁 GIVEAWAY!!!! 📢 I'm so excited about working with these amazing other business owners! 💗 Look at this amazing stuff! 6 different brands! 🌍 Don't miss out on this awesome giveaway!!! @shabbychickcleaners Insect Repellent Lotion Stick
@officialpurplesage Courage Bubbleaux
@myalchemyskincare Illuminated Serum + Wildcrafted Face Cleanser
@oavender Watermelon Punch Body Soap
@arbriacreations Whipped Sugar Scrub
@kindandsimplestore Sea Turtle Conservation Candle
@indiebusiness, our friends that put this all together!
.
TO ENTER:
Follow each of the amazing Indies above!
Like this post!
Tag 3 friends in the comments section below
.
Contest ends Thursday August 22 and the winner will be selected on Friday August 23rd! Open to U.S. residents only.

#momboss #momlife #womanownedbusiness #womenempowerment #madeinoklahoma #authentic #ownit #thefutureisfemale #sisterhood  #weareequal #cleaning #cleanhouse #laundry #cleanliving #greenlife #farmlife #survivor #metoo #greenclean #bestself #believe #changeisgood #betterliving #natural #pure #honest #livelaughlovelife #sale #mom #womanstyle
.",weareequal,|good luck on this awesome giveaway|Great stuff!|Somebody’s gonna be lucky 🍀|Whooo hooo!! What a fun giveaway!!|Wowza what a giveaway 🖤💗|Amazing gifts 🎁 Good luck everyone 👏🏻|What a great group!!!!|Ahhh my handle is missing a period!|@taylordawn_93  @brooketrout1993  @bethyoung1965|What an awesome gift basket! I'd love to win! @bobefani @immortansean @xombiexb|-|@mallorieasanders|@kenda_sanders|@kpattyyyy|@huqznkisez @lizy39ish @higleytruelove|Thanks a bunch for the chance to win! @tanyawhite1832 @mlalves1989 @daniii1221|@boy.girl.mom @lizaroni85 @courtindc|Thank you for this awesome opportunity!!! 💙❤💜😊😍😊💜❤💙 @bella05052001 @anyarosa21 @kcoleman72104|@sidesjim @trsides @sidesjennie,39
492,"THE NEXT PHASE OF CHRIST CONSCIOUSNESS EMBODIMENT - FALSITY - SPIRITUAL COMMUNITY
It took hours to absorb and observe this Occurence in planetary and Collective level because it is Big; understanding of it to each of us will come in perfect timing, because, it's started and will amplify.
Source Diamond Ray/Light that came IN during 17th August, brought New spectrum of coded particles that in constant calm streams deeply penetrated into our Solar Diamond Crystalline LightBodies for opening of the next 'phase' for Christ Consciousness Embodiment. Many of us in 'entire energetic environment of planet' could feel 'too big calmness', while actually is undergoing collapsing of Falsity.

FALSITY AND SPIRITUAL COMMUNITY
This next 'phase', if you will, will bring forth:
Spiritual Community - leaders, teachers, gurus, healers, coaches, speakers, and more, - hidden 'spots', spiritual business: Are all that says being from 'Light Love', truly with pure intention for Collective elevation?
Embodiment of Christ Consciousness means that EQUALITY and COLLABORATION are qualities for each's individual ascension (elevation of Collective).
Our Divine Services are blessed gifts to share as vast as possible for ALL Highest Good, but in every moment you and I, we are Equal. We are Equal Divine Facets. I honour you for we are ONE.
I am feeling that this is Big Turning Point and from there any 'Falsity in spiritual community' will fall away in very seen way.
It will give true opportunity for those who were rooted in 3D Light Program - perception, to step into their own Divine Power more and more. 
To gain CONNECTION with ourselves is to become aware that everything you searched Outside of you so long waited for you WITHIN, deep Within. 
We are LOVE ❤
Kwana Mikaela

#weareequal #christconsciousnessembodiment #newearth",weareequal,"|Thank you, so excited for this one!!! 💖💖💖|Thank You✨✨✨ 🙏|Thank you 😇🙏💖resonating 🌟🙏|Thank you for this! It’s a huuuge chunk very dense to pass. But this I felt in the beginning of the month and I left many comments under updates of certain profiles pointing out that is our great responsibility what we share to others, the info passed on must be authentic to the core, and I did want readers to do some research and reading and not take everything for granted, in addition to tuning inside. Of course is very hard when these waves hit you but I’m just really starting to get excited after I transmuted to much pain in specifically I’m turning into my inner child and the joy love and gratitude are multiplying. We are love 💜💜|Yes feeling this the past week it’s like the veil has lifted and communities I was a part of before just don’t resonate now 🌸|🙏🏻🌹|Thankyou 💗😊🕊💎🌟🌷|Thank You🔑🔑🔑👁💖|Yes 🙏🙏🙏 thank you|Thank you dear sisStar 😇🙏💛|Felt it the last 3 months... So thank you for writing this 🙏🏽💗",85
493,"Beautiful place beautiful people..We are all different , but we all want to same thing Freedom 💕
Love Goats. #LoveGoats #Friday #Weekend #sanctuarylife #adopt #weareone #weareequal 💕💞 You are Not Judge by your Belief ,You are Judged by what you Choose to put in your mouth .
No one can save you except your self

When we will be lying in bed breathing our last breath, what exactly will we makes us look back and let us say I have lived a meaningful life?
The next time someone quotes the bible to you about ""God put animals on this planet to eat,"" quote this passage from the bible.......
“For the fate of humans and the fate of animals is the same; as one dies, so dies the other. They all have the same breath, and humans have no advantage over the animals; for all is vanity” (Ecclesiastes 3:18-22)

Pledge to be Vegan Now!
Free go Vegan guide @ http://www.veganoutreach.org/guide/
Vegan Outreach | Starter Guide.
.What makes it worth living for you?",weareequal,|#animalrights #animalrightscenter #catsofinstagram #cats #catsofinstagram #LoveAnimals #animalsareherewithusnotforus #animalrightsactivist #animalliberationnow #animalrights #cat #friendsnotfood #ANIMALSHEREWITHUSNOTFORUS #veganism #veganfor #veganol #veganislife|😍😍😍🙏,42
494,"Not all disabilities are physical.
You can't always see them.
But they are there.
And you CANT forget that.
.
Thanks 💞@feministamerican
for giving me the inspiration!
.
.
Via. ❤️@mia.mingus ❤️
.
.#disability #disabilityawareness #mentalhealth #mentalhealthawareness #discrimination #weareequal #equalrights #equality #mentalhealthquotes #mentalhealthawareness #feminism #feminist #loveislove #loveurself #selflove #selfcare #bodypositive",weareequal,|YES👏👏👏|👏👏❤️,60
495,"Ailem öğrenirse muhtemelen aynısı olacak 🏳️🌈 @minzy330
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|Gt👑|yazık yaa kıyamam :(|Bumde 😢😢|Keşfet❤️,47
496,"🏳️‍🌈💝❤️🧡💛💚💙💜
#weareworthy 
#weareenough 
#wewillnotgodown 
#wewillnotbedefeated 
#weeillnotbesilent
#wearevalid
#weareequal
#weareone",weareequal,|Amen!!!|👏🏽👏🏽👏🏽,4
497,"Ppl always ask me y I dont date or I would be happy if I dated them...but truth is I dont wanna date because I dont wanna be looked at as a trophy that someone got because of how I look literally most guys that ask me to date or hangout with them is because they want something more not just to be friends or to have a “long lasting” relationship and Ik this from experience which is y I decide to just wait til Ik the time is right and Im sorry to all the girls who get treated like this and Im sorry for how immature guys can be and to be honest it is not only the guys who do this because Ik that some girls do this as well and none of that is right and its so sad to me and I wish things were not like this nobody should be treated like this and nobody should be “wanted” just for one thing and that one thing only and most importantly NOBODY SHOULD BE TREATED LIKE A DAMN OBJECT NOT NOW NOT EVER.
#feminist #socialactivism #activism #feminism #equality #weareequal",weareequal,|👏👏👏👏💖💞❤️ so true,21
498,"If you always put limit on everything you do physical or anything else. It will spread into your work and into your life. There are no limits There are only plateaus, and you must not stay there you must go beyond them ❤🕊 #gullylife #gullyboy . .
.
.
.
#princerz #badcutiepie #reality #weareequal #mythoughts #realface #emoboy #emoboycute #emoboystyle #emo #coloredbeard #motivation #motivationmonday #struggleisreal #loveurself❤️ #hairyboyshavemorefun #hairyboy #keepsupporting #loveuhall",weareequal,|😘😘😘😘❤❤,62
499,"You generally think you are your thoughts... let go✨ do not attach to the negative ones.... you are infinite, eternal, equal and loved. .
.
.
#youareloved #youarepossible #optimistic #positivevibes #letgoofnagativity #loving #weareequal @charlottenc @goballantyne @cltfive @eatworkplayclt @piper_glen_living @discoverclt @charlottesgotalot",weareequal,|🙌🏻🙌🏻🙌🏻,24
500,"Harbi ya güvenilecek biri kaldı mı? @_itssude 🎶
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|Benim için kaldı...|Ayy geldin ben çıkarım ayol 😂 ama maalesef asexsüelim|Evttt,35
501,"Sizce ?🌈
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|Herşeyin kabulünü veya onayı konusunda ailemizi bekler yada onlara göre hareket edersek bu hayat bizim olmuş olmaz bence kendi kararlarını kendisi vermeli etraftakileri takmamaya özen göstermeli.|Eğer düzgünce konuşunca anlayacak biriyse kendini açıkla ama eğer değilse sabret illa ki kabul edecek|Benim annemde benim eskiden sexsüel olduğuma kabullenemiyordu ama alıştok|bunun bi hastalık olmadığını erkeklerden hoşlanmadığını kızlara daha yakın hissettiğin için lezbiyen olduğunu söyleyebilirsin|Ailen çok fazla karşıysa seni herşeyden uzaklaştırabilir çok fazla müslüman ise özellikle benim ailem öyle,34
502,"""Not All Men""? I promise, it's enough men for thousands of women to be terrified.
*
*
*
*
*
*﻿
#intersectionalfeminist #feminist #antiracism #womenempowerwomen #istandwithpp #womansrights #womenempowerment #feminst #humansrights #femalerights #ragingfeminist #fempower #socialjusticewarrior #weshouldallbefeminists #feministmemes #feminismisequality #weareequal #girlpowerquotes #womanempoweringwoman",weareequal,|Bro if you are this scared exercise your 2nd amendmen right and carry a strapt,33
503,"❤️❤️❤️❤️❤️
•
• Personal account: @chloe_martinez_xox •
•
• Credit to the amazing artist behind this work. Please contact directly for any queries.
•
•
#feminism #equality #humanrights #womensrights #girls #weareequal #pride",weareequal,|LOVELY 😍,393
504,"Yani bence de çok kasmaya gerek yok🌈
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,"|Hi can you maybe like and comment on my last few post?☺️ I purple you 💜
(If you want you can check out my YouTube channel link is in my bio💘)",38
505,"Real men ARE feminists. Why shouldn't they want equality? The stigma that feminism only helps women is utter crap. Men need equality too. We all want equality. The idea of equality and feminism is so simple. 'Genders being treated equally'. Yet this message isn't being translated. People think that Feminist isn't a good word. But it is. People think men can't be feminists. But they can. I have a good friend who agrees that women should be equal to men but doesn't want to be a feminist because feminists are extremists. When they aren't. These all annoy me so much but the core anger behind each refusal to feminism is stereotypes. So all you other feminist accounts are doing such an amazing job. Carry on!
.
.
Via @feminist.aus .
.
.#feminism #feminist #equalrights #equality #equalityact #weareequal #same #empoweringwomen #empoweringmen #futureisfemale #fuckstereotypes #fuckhomophobia #loveislove",weareequal,|Send us a message! We want to get you a product to fight to end domestic abuse!!!|👏👏❤️|Hey! Could you check out our page? We are a company that offers classes all over the world! We a VERY conscious of what we put into the environment! Thanks!,92
506,"Eğer heteroysan ve onu sevmiyorsan yapacak bir şey yok🌈 Evet üzülecek ama zamanla alışacak.🎶 Sonuçta birini sevmiyorsun diye çıkamazsın dimi?🏳️ @kpop_hira_fan_41
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|@kpop_hira_fan_41 sen kimi istersen onu sev ama zorla birini sevme içinde çok nefret dolar,33
507,"@maras514 🌈 vay be hikayesini dinledim aslında güzelmiş sizin böyle hikayeleriniz var mı?
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|GT|Sayfamıza Davetlisiniz. @birdakikadinlermisin,31
508,"Dostlarım ne demem gerektiğini bilmiyorum 🎶 .

Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|GT🌹GT🌹|Benim knkmda lbgt birininden hoşlanıyor ama çocuk red ettiği halde hâlâ knklar|İstanbul Avrupa yakası pasif varmı,40
509,"Erkek olmam dışında sorun yok. Arkadaşlar ERKEĞİM.🏳️Bence aile desteklemezse kimse desteklemez 🌈 İş ailede bitiyor🎶
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|Gt|HaNıM|Ayyy benim annemin saygısı var ama desteklemiyor ve bende çok rezil durumdayım|Luma hanım BAOSNFOSJFOAJDKAJX,37
510,"İlk itiraf postumuz🎶@bts.bp.kore 'den geldi 🎶 Bu konu hakkında yorumlarınız neler🎶 Bence bu konuda kimsenin tavsiyelerini dinlememelisin nasıl hissediyorsan öyle yaşa, sonuçta ben de basit bir adminim işte 🌈
.
Tags~>|
#lgbt #gay #biseksüel  #transeksüel #loveislove #weareequal #bts #edithelping #geritakip #takipçikazan",weareequal,"|Yaa çok teşekkür ederim 🍒❤️ Arkadaşlar istediğiniz gibi olun|@bts.bp.kore bence sadece gerçek aşkının seni bulmasını bekle, birini gerçekten sevdikten sonra cinsiyet küçük bir detay bile olmuyor emin olabilirsin bu yüzden adminin de dediği gibi ne hissediyorsan öyle yaşa💜",28
511,"Listen, dear... Everyone has the same amount of time during the day. Each of us handles it in their own way. The way I manage my time let me travel the world and reduce the stress. The way others do it let them have happy families or win the championships. And I accept that.
.
The way I decided to spend my freetime,
as well as the way I express myself are different than yours and may be different from your expectations. It doesn’t make me a stupid person. 😉 We just have different lifes.
.
The fact I denied meeting you doesn’t make me a stupid person. I know 4 languages, I have been to 34 countries, in 5 I lived. I saw a lot in my life. My EQ is well developed.
.
We have different roles, different priorities, different circumstances. Maybe you met me 2 years ago but I am a different person now.  I’ve grown and moved on. 
There is still so much to see in this world! Who has time for dramaqueens?😉 .
Explore the world and be kind to each others. You will see more. Peace! ✌🏼#lovefirst #bekind #nodrama #truth💯 #weareequal #respectyourself",weareequal,|🔥|❤️|❤️🙌🏻 Pięknie powiedziane! Zauważyłam jednak że są dwie rzeczy które się na pewno nie zmieniły od kiedy ja Ciebie poznałam a mianowicie miłość do tańca :D i to że jesteś bardzo pozytywną osobą! Pozdrawiam z UK 😊|❤️|Well written 🙌🙌,105
512,Collage night @veronikkyta  #collage #art #collageart #weareequal #woman #men #love #childrensgames,weareequal,|🎉🎉,7
513,"Bana güvenebilirsiniz, ben de bir lgbt bireyiyim💜
.
Tags ~>|
#bisexual #gay #transexual #loveislove #lgbt #weareequal #edits #edithelping #montage #geritakip #takipçikazan #bts",weareequal,|Homeseksüel ne demek|Resimde levi ve erenin olması❤ ereri❤|Yerlerde*|Lgbt bireyi deilim. Ama destekliyorum. Ve cidden sizinde bizden hiç bir farkınız yok. Sadece cinsel eğilimleriniz farklı. Ve bence bu sayfa güzel olmuş. Lgbt bireyi olduğunuz için sakın asla ama asla unutmayın. Sadece kendinizi sevin. Sonuçta hepimiz eşitiz.😊😉,32
514,Don’t be jealous! There is enough success and money for everyone in the world. Nobody can take you anything! 🌝. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . #dontloseenergy #dontbejealous #dontbejealousbabe #dontbejealousbeinspired #youdeserve #youdeservewhatyouwant #weareallthesame #weareequal #dontjudge #liveyourlife #thinkforyourself #theydontcare #behappy #justlive #successquotes #success #dontthinkaboutothers #itsyourchoice #justdoit #justdo #dontcare #itsnotworthit #funnyjesus #atheistposts #noreligion #noreligions #motivationssprüche #quotesaboutlife #zitateundsprüche #eifersucht,weareequal,|Absolutely 😉👏👌,39
515,"My face when I know what I am going to drop... Exactly one more week to go! Hope to see you this Saturday 24/08 @labelunknown_ 🖤 I will be closing after one of the most delicate DJs on this planet @out_of_words_dj
📷 @nijmo 
#labelunknown #weareequal #art #storytelling #climatechange #underground #house #techno #outofwords #djlin #liefde #letsgo",weareequal,|Looking forward!💚,52
516,"""Do not tell me girls can't change the world""",weareequal,|#gender #genderequality #genderequalityforall #weareequal #equality #humanrights #women #womensrights #men #mensrights #equal #kindness #love #wecan #change #smile #fun #lovely,34
517,"There are endless things to be happy about in this beautiful world of ours! So so so many people adore you love you cherish you, only let them into your heart! Protect your peace ☮️ know your worth! And know that YOU, yes YOU are all of these amazing qualities , and don’t ever doubt that",weareequal,|#bekindtoyourself #changetheworld #weareequal #equality #equalityact #girlpower #girlpowerquotes #ladiesandgentlemen #toronto_insta #dailymotivation #sparkjoy #empowerment #empoweringwomen #dailyaffirmation #spreadlove #spreadkindness #bulletjournal #youarestrongerthanyouthink #innerpeacequotes #goaldigger #femaleempowerment #personalgrowth #innerpeace #beyourself #beyourbestself #femaleempowerment #innerpeace #unicornlovers #insearchofjoy #pinkquote #lettertome,12
518,"senior year means back to art class😎 (i feel like my pieces look worse in pictures)
-
AP art concentration 2019
-
#art #artist #mexico #culture #artistic #draw #drawing #charcoal #immigrants #painting #writing #weareequal",weareequal,|🔥🔥,34
519,"Sometimes we have to remind ourselves what we are truly living for in life and what makes us strong and independent. Keep praying for your come up. You WILL get there
.
.
.
.
.
#love #live #life #rocknroll #workhard #pray #thankful #beautiful #rockstar #momlife #strong #women #womenempowerment #weareequal #smile",weareequal,|Love your page ! Please check out my photos and tell me what you think !,11
520,"Grinding for @team.swavy #swavytfup @teamlivid @officialteamvigilant #Vigilantrc @vigilant.snowyy @vigilant.ace  @livid.javvy @livid.rip @lividalx #mikasafn @uuhluis @swavy__boyish @swavy.havoc @swavy.steez @therealxmako @swavy.exoskull.yt @swavy.rezz @lluxnah @swavyostyn @swavy.flow @swavy.ikarazy @swavy.dimez @swavy.mud @swavy.clap @swavy.astrix @slawnnfx @swavy.eagle @swavy.boomz @swavy.glitch @swavy.loggics @zxyvfx_ @tugzy.fn @mikasafn @wiseeditz @swavy.koala @mxko2x -
———————————-
~
Tag someone better than me
———————————
Follow @inturm.fn ———————————
Team @...
——————————-
Ignore Hashtags
~ ~ ~
#fortniteclansrecruiting #deadlyclanrc #releasethehounds #fearavy #fenzy.gg #fortnite #eqRecruiting #fortnitevbucks #fortnitegameplay #fortnite #WeAreEqual #fortnitebr #fortnitesniping #fortnitechallenges #fortnitestreamer #fortnitepc #fortnitewin #fortnitegameplay #tfue #tfueclips #ninja  #fortnitedances #avyontop #glide2krc #philthyrc #stillrc #teamriskit #rxzRc #key30krc",weareequal,|🔥|Your one of the best players I’ve seen ! 🔥💕We are a new fortnite team looking for members like YOU ! ❤️ DM and FOLLOW if you are interested 🐐👀|🙌|🔥|💯🙌|🙌|💯|Cool|Lit|Nice|Goated|On|Wow|Cool|Nice|Wow|Amaxing|😯|😯|Keep up the grind bro 👀👀|Song???|Your Goated 🐐 You should start grinding for Ruthless @teamruthless.inc 🤩 You might be our next recruit 🤭|Youre cracked outta your mind! 🐐🥊We are a new fortnite team looking for members like you!❤dm and FOLLOW us if you are interested 🤷‍♂️|Check your DMS 💯,43
521,"I’ve had enough video 1: #vegan #animalactivism #alllivesmatter #animalrights #spiritualawakening #weareequal #loveforall
🐟🐸🦅🐝🐻🦀🐰🐵🕷🦑🐺🐴🐗🐍🐌",weareequal,"|Yes poopy humans are horrible but God forbid a dog or horse bite back at us and we kill them because that's how horrible society is.|Well said! I agree and wish more people like you were in political power, you could really make a difference 👏❤️|💜💜💜💜💜💜💜💜|🙏 Ture|Because we have to be the voice for the voiceless #vegan! Fueled by plants",29
522,"📢📢📢📢📢 Tiffany James will be on! 📢📢📢📢 🎉🎉🎉🎉 Join us Monday, 8 PM CST 🎉🎉🎉🎉 🎁🎁 RSVP and participate via video to win prizes🎁 🙋🙋 Bring a friend for more chances to win 🙋🙋 🌍🌍🌍🌍https://zoom.us/j/7630106627🌍🌍🌍🌍
#momboss #momlife #womanownedbusiness #womenempowerment #madeinoklahoma #authentic #ownit #thefutureisfemale #sisterhood  #weareequal #cleaning #cleanhouse #laundry #cleanliving #greenlife #farmlife #survivor #metoo #greenclean #bestself #believe #changeisgood #betterliving #natural #pure #honest #livelaughlovelife #sale #mom #womanstyle",weareequal,|💞💞,6
523,"This is the story of pride ! 
WAIT ! where are you running ? 
Because now there's no place to hide.
Dear society, recognised us ? 
Yes ! We are PRIDE 💞 
Earlier we believed, that history owes an apology to us for letting you all mistreat us from the start. We were down there, under your feet ; Struggling yet United ✊Life has been a beautiful struggle. It still is. Why ? Let us tell you a fun fact ! 
You know what even harder than waiting for a bill to pass ? Changing This Societal Perception. Life, Healing, Sunlight, Nature, Harmony and Spirit is what we are made of...colourful just like our flag and just like any other human we deserve Love, Kindness, Acceptance and Respect because we are no less... WE ARE EQUAL 🤝✊
.
.
.
Picture and caption credits -  @yashasvi.bhati 
#counterspeechfellowship #counterspeechylac #ylachyderabad
.
#equalityforall #weareequal #pride #pride🌈 #HomosexualityIsNotACrime",weareequal,|The picture is beautiful 🖤|This pic is sooo cool!! I love tge artwork you guys put up💖|I like the hole thing wht u have written in it is awesome|Wow,169
524,#compromise #agreement #deals #bukowski #hemingway #iagree #winlose #winsomelosesome #youwinsomeyoulosesome #weareequal #equality #writingquotes #quotesoftheday #famousquotes #writingcommunity #agreetodisagree #sayings,weareequal,|So true and yet compromise is so hard to find🤪|🤣,9
