SeqNo,text,hashtags,comments,likes
517,218,"@dailypep cohost of @rklunchdate talks the gender wage gap in optometry along with negotiation tips in this video interview. 📽
.
Check out more 🔗LINK IN BIO🔗
.
#optometry #optometrists #optometrystudent #optometryschool #wagegap #genderwagegap #genderwageequality #negotiation_skills #negotiations",wagegap,|Go @dailypep!!!|@dailypep you are so awesome in this video! I love your advice|Great work @dailypep!,39
518,219,"Amber here! This week, I’m prepping for a business trip to Banff 🇨🇦 with my mastermind girls! We're all design agency owners that chat every week and support each others businesses! From Denver, to Toledo, Nashville to Canada, these women have been the glue to my business progress and emotional health. Isn’t the internet amazing? Now for some packing advice! When you’re taking a business trip, what’s on your must pack list?! #CopperheartCreative",wagegap,"|.
.
.
#womeninbusiness #womeninbiz #bossbabe #girlboss #bossgirl #ladyboss #bosslady #entrepreneurship #womensupportingwomen #womenempoweringwomen #businessowner #entrepreneur #mastermind #wagegap #nashville #ladiesofnashville #businessbesties #empoweredwoman #tribe #encouragement #accountability #goals #goaldigger #teamwork",27
519,220,"Rip
.
#feminist #feminism
#antifeminism #antifeminist #antifeministas #woman #man #sexist #meme #equality #wagegap #consent #period #equalpay #whatifrichwhitestraightmendidntruletheworldanymore #gender #starwars",wagegap,"|537 followers are pathetic white males crying because of their frágile masculinity lol|I'd rather die than be the person who owns this account, SUCKS TO BE YOU|Again?|I don’t think this is even real lol|@daksh_smh|Your a reason abortions should be a thing|🗿🗿🗿|these aren’t even funny idk why america is so fucked|Is this funny because there is no correlation?",203
520,221,"Me waiting on a raise like 🥴🥴🥴 take charge of your salary situation using our salary negotiation guide. We’ve helped many women create a plan to nail their salary negotiations and it WORKS 👛 our favorite example is the woman who joined our Facebook community to ask whether she should apply for a job she felt unqualified for. With the group’s motivation, she applied. When she got the job offer, she used our negotiation guide to ask for a 10% higher salary than was offered AND a better title. Her new employer went for it!! 💸💸💸 want to get the guide or join the fb group? Sign up for the She Spends Starter Pack through the #linkinbio 💸 it’s completely #free, ya have nothing to lose ✨",wagegap,|#shespends #salarynegotiation #wagegap #ladiesgetpaid #negotiate #negotiation #financialfeminist #financialfeminism #ellevest #thefinancialdiet #financeiscool #fincon #thecut #refinery29 #hellogiggles #manrepeller #feminist #feminism #equalpay #equalpayforequalwork #bust #bitchmagazine #bustle,92
521,222,Welcome April Execuitve Producer and Chief Coffee Maker at @daceandmohr We are honored to have her and her teammate Jen as members of #Collective615 go give them a follow and check out all their production work,wagegap,"|#yougotthis #coworkingwomen #nashvilleinfluencer #coworkingnashville #nashvillecoworking #nashvillecoworkingforwomen #definesuccess #comesitwithus #womenwhocollaborate #c615 #womenofnashville #equality #sheboss #sheo #wesavedyouaseat #youbelonghere #landlmarketplace 
#thisisyourtime #yougotthis #nashvillewomenwhocowork #femaleentrepreneur #ladyboss #womenwhoempowerwomen #empoweredwomen #femaleboss #wagegap #equailty #timesup #coworkingforwomen|Welcome can’t wait to work with you ladies",38
522,223,"On the job hunt?! Don’t underestimate the power of a good cover letter. In our latest #askjugs post, our career coach @workwonderscareers is sharing 3 reasons to always include a cover letter and tips on how to make the most of that opportunity to share your story with a potential employer. Link in profile.",wagegap,|#askjugs #dreamjob #jobsearch #career #careercoach #bostonblogger #bostonbloggers #bostonbusinesswomen #webos #jobs #careergoals #girlboss #galboss #boss #bosslady #bossbabe #bossladies #coverletter #work #workit #entrepreneur #entrepreneurlife #fempire #selfcare #instajob #careermom #careerwoman #wagegap #ladiesgetpaid #jugsboston,25
523,224,Can u imagine doing the same job as your male counterpart but making less money? You DESERVE that hard earned money! In Girl Up this year we are working on deafening the gender pay gap and getting the recognition WE deserve. @girlupcampaign @goodtrouble @freeform @zuriadele @maiamitchell @cierraramirez @shrrycola @dhruvudaysingh @equalitycantwait #feminism #girlup #genderpaygap #wagegap #middleschool,wagegap,|Yaasss|The wage gap doesn't exist,19
524,225,"I’m Podge Thomas, founder of Small Business Co-Pilot, and I help women make their dreams a reality. Visit the official SBC website as it launches on September 13th to learn how to chart your own path to success. The first 100 email signups will be entered to win a free SBC hoodie!

#SBC #wagegap",wagegap,|👏|🔥👊🏼 ❤️,21
525,226,"TW CHILD RAPE⠀
⠀
Why does rape become “sex,” and little girls become “underage women” when white men rape children?⠀
💞⠀
•⠀
•⠀
•⠀
•⠀
#womensrights #equalrights #policebrutality  #feminist #feminism #equality #womensmarch #womensday #womenshistorymonth #activism #activist #womenempowerment #sexualassault #queerwomen #queerwoc #woc #blackgirls #blackwomen #girlslikegirls #michelleobama #rapeculture #selflove #womensupportingwomen #loveyouself #wagegap #thispussygrabsback #prochoice #alllivesmatter #fucksexism #bluelivesmatter",wagegap,"|🇺🇸🇺🇸 📩 Message me if you need any kind of 💫💫 graphic designs like 🌟 HD Cartoons portrait ,  Logos,🎌 flyers,  Mix tape cover, 🎨 Animated Cartoon📹 videos. All In HD Quality 💻|Search up how many black people rape other people then. Dont act like its only white people who do this shit|Why does his ethnicity matter? Shouldn’t every rapist be arrested for the crime they committed disregarding colour creed or the like?",243
526,227,"""Women belong in all places where decisions are being made."" - #RuthBaderGinsburg #GenderParityNow #RBG⠀
⠀
Photo credit: Original artist unknown, please let us know if you have the original source of this beautiful picture.⠀
.⠀
.⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀
#diversityandinclusion #femaleleadership #womenleadership #gendergap #genderbias #womenequality #womenequalityeveryday #womenequalityday #womenempoweringwomen #MassWomen #inclusionanddiversity #inclusion #womenempowerment #genderequity #womeninbusiness #womenleaders #choosewomen #wagegap #GenderEquality #equalpay #genderpaygap #equalpayday  #GenderParity #womenonboards #femalechair #notoriousrbg #womeninpolitics",wagegap,|Very true! Love this picture! 🌟,63
527,228,"G E N D E R  W A G E  G A P 
why is there a distinct difference in the wages of men, women and the LGBTQ+ community? 
Getting a job, has nothing to do with your gender. 
It’s because of the skill one has. 
Developing a skill is absolutely upon one’s self. 
Why can’t a women be given the same pay as a man? 
Just because she isn’t capable enough? 
Why isnt she capable? 
because she isnt as physically strong as a man? 
a woman not being physically strong as a man, is a myth. 
Yes, women are entitled to maternity leaves. But that’s natural!? Its not her fault. 
dear society, stop making up excuses. 
We demand equal pay. 
why can’t the LGBTQ+ community also be given same opportunities? 
Yes, they’re different. 
but just because they dont love the same gender like us, doesnt mean they shouldn’t be a job. 
Job’s should be given because of one’s merit. 
Not because of their sexual orientation. 
Their personal choices have nothing to do with their skill of perfectly executing their job. 
Dear society, we demands equal pay. 
Art work by : @__unicrons__4 
Caption by : @thesaturatedsoul 
#counterspeechylac#genderwagegap#wagegap#genderroles#gender#genderspecific",wagegap,"|You probably are doing a course in gender studies or some other bullshit good for nothing arts course so, don't pretend that you actually know anything about economy. As for gender and jobs. Yes, men are able to do some jobs better than women like being in the armed forces or being in labour intensive jobs and even at office jobs.. while women are better than men in certain other jobs such a teachers, nurses, art related jobs etc.",171
528,229,"Wrapping up my time @finconexpo and had a few thoughts on Instagram live yesterday.
.
We should be talking about money. ALL THE TIME. .
The wage gap in the US (gender and racial) is real, but it can be changed.
.
Our parents didn’t talk about money, but we don’t have to handle things the same way. .",wagegap,|#fincon19 #finconthoughts #wagegap #financialfreedom #careergoals #challenge #goals #paygap #timeforchange #moneytalk #choosefi|@sostalksmoney,46
529,230,"I have my first competition today!! im super hyped but i wont be able to go online until tomorrow :/ we usually dont get back until 12:30 or 1:00 am -Lila🌼💛
•
•
•
#feminism #feminist #equality #blm #lgbtq+ #safespace #pride #equalpay #mybodymychoice #prochoice #snowflake #support #reproductiverights #savethebees #scienceisreal  #asexual #bisexual #pansexual #wagegap #abortion #loveislove #gayagenda #fem #gay #trans",wagegap,"|Heyuhhh. The first slide is high key garbage. The tweet isn't even blaming individual people or being aggressive. Yeah isn't obviously the government, military, and corporations are the worst for the environment, but there is literally nothing wrong with promoting individual change.|good post op :)",1774
530,231,We all need a support system & there’s nothing better than a partner who GETS IT. Tag your biggest supporter in the comments below ✨ image of @mrapinoe & @sbird10 c/o @instylemagazine 💸💸💸,wagegap,|#shespends #uswomenssoccer #meganrapinoe #suebird #instyle #instylemagazine #salary #salarynegotiation #wagegap #negotiate #fincon #financeiscool #financialfreedom #thecut #lgbtq #feminism #feminist #manrepeller #refinery29 #hellogiggles #bustle #bust #bitchmagazine|@aliegindahouse|@estherleitner re our text exchange 😍😂😍|@katewerning 😍🙌❤️|Mary Kay lip color?? 💄|@pizzapatr0l,279
531,232,"Reposted • @thedatavizwiz According to payscale.com, in the US women only earn 79% of what men make. Here’s what that looks like. .
.
 #datavisualization #thedatavizwiz #dataviz #bigdata #nerd #chart #graph #graphingtechniques #lineart #barchart #scatterplot #histogram #payequity #wagegap #charts #tableau #tableausoftware #dataanalytics #infographics #visualcommunication #datavizsociety
. . 
Follow our Instagram account for inspirational and diverse viz. Help us grow! Tell a friend about our page!
.
.
.
.
#data #datavis #dataviz #DataVizSociety #datavisualization",wagegap,|Love it!|That’s illegal,48
532,233,,wagegap,"|.
.
.
.
.
.
.
.
.
.
#genderequality #genderequalityforall #genderequalitymatters #wagegap #wagegapdebunked #wagegapmyass #womeninstem #womeninstemm #womenempowerment #womenempowermentwednesday #sustainability #sustainabilityblogger #sustainabilityscience #sustainabilityblogfer #sustainabilitynews  #SustainabilityInTheCity #sustainabilitychallenge #environement #environementalist #green  #greenhouse #greenlife #ecofriendly  #sustainablefuture",7
533,234,👭👭,wagegap,"|.
.
.
.
.
.
.
.
.
.
#genderequality #genderequalityforall #genderequalitymatters #wagegap #wagegapdebunked #wagegapmyass #womeninstem #womeninstemm #womenempowerment #womenempowermentwednesday #sustainability #sustainabilityblogger #sustainabilityscience #sustainabilityblogfer #sustainabilitynews  #SustainabilityInTheCity #sustainabilitychallenge #environement #environementalist #green  #greenhouse #greenlife #ecofriendly  #sustainablefuture",4
534,235,"Delhi recorded a high population growth of 8% between 2000 and 2011. Among the reasons were increased rate of migration of people from neighbouring states as well as other parts of the country.

However, its women Workforce Participation Rate has always remained below the national average and has further recorded a significant decline of 10% between 2011-12 and 2017-18.

A disaggregated division of Workforce Participation Rate (WPR) in the state, across consumption classes portrays a disturbing picture. Within the state, the lowest WPR is recorded amongst women of the low consumption class while the women of the high consumption class recorded the highest WPR in both the periods, 2011-12 and 2017-18.

Also, over time, women of the poorer households witnessed the larger decline in WPR when compared to women of rich households. This could possibly be explained by the fact that most jobs in Delhi are in the service sector and the chances of securing these jobs are higher for the educated high consumption class rather than women from the poorer sections. 
In addition to this, the average monthly consumption expenditure in the state has also declined significantly (15%) among the poor households whereas the rich experienced an increase in consumption expenditure. So, the poor households experienced a decline in consumption spending while experiencing a fall in women WPR. This indicates both their economic as well as financial hardships. 
In India, nearly 9.2 million women were engaged as domestic workers in 2017-18 and in Delhi, the approximate figure was more than two lakh in the same year. Similarly, in health and social work, women were largely involved as ASHA and Anganwadi workers and were not on direct payroll. Because of this, most of their services were considered “voluntary work,” though they often performed roles which was beyond their contracts.

Read more at link in bio. .
.
.
.
.
.
#delhi #delhiwomen #workingwomen #domesticwork #wagegap #feminism #inequality #womenintheworkplace #labourrights #labour #anganwadi #ASHAworkers",wagegap,|Seems like all over the world when a woman works it's her duty and when a man does it it's his profession. A woman who loves to cook is a woman and a man who loves to cook is a chef 🙄🙄🙄,1440
535,236,"Today I got to speak with Wanda Sabir on her radio show “Wanda’s Picks” @wandaspicks alongside the always magnificent Dawline-Jane Oni-Eseleh @disfordilettante 🔥 We talked about “Counting the Hours” and The Carrying Stones Project and Dawline’s experience being a participant. Wanna hear the recording of our chat? Go to: wandaspicks.com/radio and click “Listen to more Wanda’s Picks at Blog Talk Radio.” Big thanks to Wanda for having us on! 🎤
.
•• Counting the Hours ••
ART, DATA, AND THE UNTOLD STORIES OF WOMEN’S WORK
.
Code & Canvas, 151 Potrero Ave., San Francisco, CA
September 19 through November 2, 2019
.
Opening Reception
Thursday, September 19, 2019, 6-9 p.m.
.
With performance by RAWdance at 7:30pm",wagegap,"|.
.
.
.
.
.
.
.
.
.
#art #artist  #fineart #contemporaryart #installationsculpture #publicart #sanfrancisco

#nonprofit #nonprofitart #activistart 
#datavisualization #dataviz 
#dataanalytics #data #infographic 
#equalpay #equalpayday #genderpaygap #genderparity #wagegap

#womenswork #WomenSupportingWomen #womenartists  #womanartist  #feministart #feminism #carryingstones #carryingstonesproject #seewomenswork 
#countingthehours",30
536,237,"Women against feminism! ~In coalition with 
@gen_z_conservative_party @trumplican_party @that.patriotic.infidel @the.arab.conservative @trump_dawg @conservative_redneck_girl @conservatives_of_illinois @republicans_of_illinois @conservative.daddies @conservative_central1 
@unfiltered_right_
@cincy_conservative 
@the_concerned_american 
#donaldtrump
#atheist  #socialism #socialdemocrat #republican #democrats #christianity #historymemes #history #maga #blacklivesmatter #conservatives #feminism #femfreq #equalpay #wagegap #feminismmemes #womensrights #toxicmasculinity #rape #rapeculture #mensrights #mra #mgtow",wagegap,"|Sometimes I wish I had the delusional confidence and lack of basic compassion as a white American man. Must be nice to feel like you always have the moral and intellectual high ground over a bunch of whining women and minorities, who would be much better off if they just thought and acted like white American men do.|I'm not a feminist 👏👏|That actually caught me by surprise... I'm glad that some women are not aggressive to us. 👍|💯|I dont think the last one was a female.|God feminism is about equality in gender women get raped every day there is a huge pay gap women should not be treated as objects #profemin|#feminist",86
537,238,🤔🤔🤔🤔 ~Dev #equality #equalrights #equalpay #thefutureisfemale #womensoccer #womenssports #wnt #feminist #feminism #wagegap #wwc2019 #france2019 #finland #ffa #lfg,wagegap,|🔥🔥🔥👏👏👏,37
538,239,"Benieuwd wat er in deze tijd van je leven onder jouw hersenpan afspeelt? 💡
Eveline komt het op dinsdag 18 juni allemaal vertellen bij Amsterdam College Tour! 
Tijdens de laatste editie van dit studiejaar is de meest invloedrijke vrouw in de wetenschap van 2017 bij ons te gast. Eveline Crone is hoogleraar neurocognitieve ontwikkelingspsychologie aan de Universiteit Leiden en weet alles over het ontwikkelende jonge brein. 
De rol van vrouwen in de wetenschap en het gedrag van adolescenten zijn onderwerpen waar ze zich gráág mee bezighoudt, volgens haar zijn pubers heerlijke creatieve schepsels waar van alles in omgaat, wie had dat gedacht!

Ze heeft meerdere prestigieuze prijzen gewonnen, waaronder de Spinozaprijs en de Opzij-prijs voor meest invloedrijke vrouwelijke wetenschapper, maar op 18 juni zit ze gewoon bij ons in de stoel om ook jouw vragen te beantwoorden! Stel haar al je brandende vragen en kom meer te weten over je grote grijze massa.
_________________________________

De (gratis) kaartverkoop gaat 4 juni om 12:00 van start!",wagegap,|@merelhamminga iets voor jou!!! En ik ga mee 😏|#amsterdamcollegetour #wetenschap #vrouwen #crea #creaamsterdam #gap #wagegap #psychologie #pubers #puberbrein,10
539,240,"#FastFactFriday: Women get less time to speak during meetings. They’re more likely  to be spoke over and interrupted over men. 👄 
Who’s tired of getting their voices ignored? 😤 
Collectively we can speak out TOGETHER 💃🏽🙋🏼‍♀️ 📷@leaninorg",wagegap,"|#feminists #feministas #feministaf #feministasfuck #feminism #fridaymotivation #feminista #womensupportingwomen #womeninbusiness #womensrights #womenentrepreneurs #womeninspiringwomen #womensupportwomen #womenofcolor #womenempowerwomen #womenempoweringwomen #wagegap #equalpay #equalpayday #equalrights #equalityforall #futureisfemale #radicalfeminism #genderpaygap #girlpower #pushforward #speakup #womeninpower #womeninpolitics|🤦‍♀️|@radiolab @moreperfectpodcast has a great podcast about how often this happens with the female justices! 👩🏼‍⚖️|Listen. This phrase will open the space for you to complete your thought—  If you get interrupted...reply as so 🙌🏽 “You will hold that thought until I’m done” Proceed #BusinessWomen #LadyMoves @anchorin_|Shhhhhhhh can’t read the men comments on here 😂|Huh?!?!|I wish men could get pregnant|Uggghh so true! #wearenotyoursecretary @alexap329 @ery_ruizs we were just talking about this!|100% true. It’s so obvious when you’re the woman in the room.|@soma_megan|😱😬|🙋🏽‍♀️|🤢|#Projection 😮👏😂|I worked in a museum in the exhibition division, and though I had project management experience, here I was as a clerk. We had a team meeting where we were all asked to share ideas and when a guy repeated my idea, suddenly it was brilliant. ""Excuse me, he is simply paraphrasing what I just said."" And that's how you either make yourself unpopular or the idea person.|Too often. Speak louder and faster but be kind.|Huh?!?! I csll ""fake news""|Story time: I went to go get my medical card and the doctor came out in a huff with some of my bills I brought to verify my records. He was smack talking me to the receptionist saying “patients don’t know these aren’t medical records” and “she has bipolar and panic disorder on here but MAYBE we could work with it if she had PTSD.” He SHUSHED me when I tried to tell him I already sent my medical records over digitally for the main condition I had the billings for. When we got into the appointment after he realized it, I was able to also explain that I DO have PTSD but that the office I was diagnosed at had been closed for almost a week for the hurricane. The way it came about was HIM asking ME about the effects of cannabis on mental health patients. He went from shushing me and ranting about my diagnoses in the goddamn lobby to saying, and I quote, that I “actually taught [him] something instead today.” Talk about men interrupting 🙃|Because it’s the only way we can get a fucking word in edgewise!|Not shocking.|@laurabellbundy|omg! 😯😯|This is not true 🤡|LOL|That's a true fact. This even happens  when they see a women driving🙄|#equalrightsformen|Sexist|💜💙✊|@lamya.zed|@chrisb9027|Liar😂",1024
540,241,"I have my very first half time performance tonight and I'm so nervous uwu -Lila🌼💛
•
•
•
#feminism #feminist #equality #blm #lgbtq+ #safespace #pride #equalpay #mybodymychoice #prochoice #snowflake #support #reproductiverights #savethebees #scienceisreal  #asexual #bisexual #pansexual #wagegap #abortion #loveislove #gayagenda #fem #gay #trans #fridaynightlights #marchingband #colorguard",wagegap,"|This is awesome but we need to start holding companies accountable for making fake biodegradable things-- is this really biodegradable (aka compost friendly) or does it just break down into microscopic pieces?|Yeah my pronouns are Ze, Zi, Zer and I identify as an amphibian till this monday and then I'm going to identify as your daddy and my pronouns are go, fuck, yourself|Whenever I have work work at school, English, usually if the character or person's gender isn't specified I use they/them t",4473
541,242,"💁🏻‍♀️ There are some new faces around here so we thought we’d share what we are all about at Mercury Clothiers. ⠀
⠀
We are a vintage-inspired clothing company that designs and crafts professional attire for women to feel feminine, powerful and fabulous. ⠀
⠀
Our pieces are currently in the design phase and will be made of all natural fabrics and gorgeous colors!⠀
⠀
We are focused on empowering women and work with women-owned and operated business in the USA to develop all aspects of the line. ⠀
⠀
🙋🏻‍♀️Whether you’re new or have been following us for a little while, say hi below. We want to hear from you!⠀
⠀
—⠀
#MercuryClothiers #ootd #fashionblogger #vintage #vintagestyle #wiw #fashionista #clothes #designer #fashionable #fashionaddict #fashionblog #fashiongram #lookoftheday #outfitoftheday #styleblogger #shemeansbusiness #career #careergoals #womenwholead #dreamersanddoers #womenempoweringwomen #workingwomen #newweeknewgoals #empoweredwomenempowerwomen #hardworkingwoman #timeforwork #wagegap #feminist #womeninleadership",wagegap,|Beautiful!,15
542,243,"When we hear about the 79 cent wage gap, that's not really showing the full picture. The truth is, the wage gap is much worse for most women of color. ⠀
.⠀
#FinancialFreedom #Feminism #MoneyCircle #MoneyCoach #FinancialCoach #FinancialLiteracy #MoneyTips #MoneyMindset #financialfeminism #financialsecurity #financialhealth #financialfreedom #personalfinance #goals #dreams #values #tips #financialfeminist #spending #spend #budget #budgeting #save #saving #savings #PersonalFinancebyWomen #equalpay #wagegap #equality",wagegap,|That you for sharing this.,23
543,244,"It gives me chills to see the visibility that the Black Women’s Equal Pay Day event has been giving. We are more and more people committed to bring awareness and take action towards these important issues. Thank you @aaddrisi and Kela Hall for joining me to talk about this important topic. 
By the way, did you know that @leaninorg and @mckinseyco release every year the Women at the Workplace study? This is the largest comprehensive study of the state of women in corporate America. The best part, anyone can have free access to it! @leaninseattle @king5seattle .
.
.
#liregram #paygap #blackwomenpaygap #showmethemoney #38percentcounts #timeisup #seattle #equity #wagegap #latinainusa",wagegap,|👏🏻👏🏻💪🏻💪🏻|@kakelahall|💪🏽👏🏼|👏👏👏👏 Awesome|🙌,61
544,245,"Trying to be a great Aunty to my nephews & friends’ wonderful children has made me seriously reflect on the things we say to compliment.⠀
⠀
My faves: ⠀
⠀
- You’re so CREATIVE!⠀
- Your ideas MATTER ⠀
- You’re incredible INTELLIGENT⠀
- That was so THOUGHTFUL⠀
- Your LAUGH lights up the room! ⠀
⠀
Tag ya friend and maybe even give ‘em a compliment too 🙌 📷 @the.wing",wagegap,"|#feminists #feministas #feministaf #feministasfuck #feminism #feministart #feminista #womensupportingwomen #womeninbusiness #womensrights #womenentrepreneurs #womeninspiringwomen #womensupportwomen #womenofcolor #womenempowerwomen #womenempoweringwomen #wagegap #equalpay #equalpayday #equalrights #equalityforall #futureisfemale #radicalfeminism #genderpaygap #girlpower #pushforward #thursdaymotivation #womeninpower #womeninpolitics #selfcarethreads|@madeleineleanne|👏🏼👏🏼👏🏼👏🏼|We always tell our toddler he’s sweet and smart. And he follows up with, ‘and I’m funny!’ 😂Love this list!|Maybe not “I’d trust you with my passwords” for the nephews 😉🤣|💙💛❤️|I presume number two relates to our friendship? 🤣|@nadiajones 🦔|@hannahemaskulka  the second one 😘|@norton_mcintosh1976 I’m so happy you exist🥰|@meggiepalmer I’m so grateful to have someone as wonderful as you in my life 😍|@lauracipullo|💜💙✊",629
545,246,"This week we read this article in Women’s Agenda, one of our members wrote and we are just blown away by how amazing our community is.⁠
⁠
Since launching last year, we’ve seen:⁠
🤜 hundreds of our members take up the offer of free financial coaching and work hard toward their goals;⁠
🤜 every day we have members supporting each-other in our facebook group and our meetups;⁠
🤜 and now women like Carmen are standing up and having their voices heard as we push for better and fairer superannuation policy.⁠
⁠
This is the most empowering financial community that we could have ever have imagined filled with the most amazing women, non-binary folk and men who support us.⁠
⁠
#WomenwithVerve #verve #financialindependence #equality #feminist #superannuation #super #equalpay #paygap #wagegap #budget #savings #money #goals",wagegap,|Such a great headline,84
546,247,"What got you here, won't get you to your next level.⁣
SAVE THIS VIDEO and ask yourself these 3 questions if you're ready to propel to the next step in your career... AGAIN!⁣
⁣
⁣
#dreamjobmakers #careersuccess #impostersyndrome #blackwallstreet #blackbusinesswomen #blackprofessionals #wagegap #blackandeducated",wagegap,"|A Yo Dorianne, why’s your skin so on point?👀 What’ve you been up to|Career advice always on point! Thank you 🙏🏽|❤️|Things have to change if we want to get to the next level. Great video|Peach 🙌🙌🙌 So many professionals get to the goal post and lean back, and wonder why they're stuck 18 months later. Every step up the ladder means you have to uplevel your plan, energy and strategies.|This is so spot on! After working with you, I landed my dream role and now I’m like “um, okay what’s next”...Thanks for the reminder that I need to create a new plan for the next stage of my career 🙌🏾|Great message!👏👏|Thanks Love needed this|@yourcareergirl can we book a session please?|Ok, I have found my new favourite page",133
547,248,"-Lila🌼💛
•
•
•
#feminism #feminist #equality #blm #lgbtq+ #safespace #pride #equalpay #mybodymychoice #prochoice #snowflake #support #reproductiverights #savethebees #scienceisreal  #asexual #bisexual #pansexual #wagegap #abortion #loveislove #gayagenda #fem #gay #trans",wagegap,|👏,531
548,249,"There's a reason that there are bathrooms for men and others for women...
.
#feminist #feminism
#antifeminism #antifeminist #antifeministas #woman #man #sexist #meme #equality #wagegap #consent #period #equalpay #whatifrichwhitestraightmendidntruletheworldanymore #gender #starwars",wagegap,"|Stupidity|She's iq is negative|Oh no, it’s retarded!!|This isn't feminism this is just weird. Don't blame feminism for something it isn't|i thought feminism meant equality, y’all are turning it into a whole different thing. now it just makes you look like men are superior to life, and they aren’t, because women and men should be equal.|This is dumb it’s not feminism at all and it’s a gender neutral bathroom!|We don't have gender neutral bathrooms because we think it's bullshit|IT'S A GENDER NEUTRAL BATHROOM OF COURSE THERE WILL BE BOTH GENDERS IN THERE. WHY WAS SHE VIOLATED WHEN SHE WILLINGLY WENT IN THERE?|Yeah exactly if she didn’t feel comfortable with men why did she go into the gender neutral bathroom where any gender can go",193
549,250,"✔️ and ✔️! Both are currently happening in our company with the BIGGEST product launch to date coming next week! 
Now is the RIGHT time! If you’ve been... 🌀 Thinking about it for a while, but just haven’t taken the leap yet 😬 🌀 Looking for “something” but not sure exactly what that “something” is 🤔 💭 🌀 Watching me to see if it withstands the test of time 🕰 🌀 Thinking of relaunching your business after joining previously 🚀 🌀 Looking for a way to make some (or a lot of) extra cash from home 💰 🌀 Wanting to travel on someone else’s dime 🏝 🌀 Looking for residual income 🏦 
Let’s recap
🚨 Global Expansion ✔️ (Can’t wait to hear where and when next week!)
🚨 New Product Launch ✔️ (It’s expected to DOUBLE our sales)
🚨 Founders’ Share Opportunity ✔️ 😳 (Message me if you don’t know what this means because, trust me, you DON’T want to miss out on it!)",wagegap,|.,6
550,251,"✔️ and ✔️! Both are currently happening in our company with the BIGGEST product launch to date coming next week! 
Now is the RIGHT time! If you’ve been... 🌀 Thinking about it for a while, but just haven’t taken the leap yet 😬 🌀 Looking for “something” but not sure exactly what that “something” is 🤔 💭 🌀 Watching me to see if it withstands the test of time 🕰 🌀 Thinking of relaunching your business after joining previously 🚀 🌀 Looking for a way to make some (or a lot of) extra cash from home 💰 🌀 Wanting to travel on someone else’s dime 🏝 🌀 Looking for residual income 🏦 
Let’s recap
🚨 Global Expansion ✔️ (Can’t wait to hear where and when next week!)
🚨 New Product Launch ✔️ (It’s expected to DOUBLE our sales)
🚨 Founders’ Share Opportunity ✔️ 😳 (Message me if you don’t know what this means because, trust me, you DON’T want to miss out on it!)",wagegap,|.,7
551,252,"When Crazy Rich Asians co-writer Adele Lim learned that she was offered $110,000 compared to her white male co-writer’s $800,000+, she walked. Our hats off to Lim for bringing the equal pay discussion to the forefront of Hollywood news. Read the full story in today's @hollywoodreporter. 
#equalpay #wageequality #wagegap #genderwagegap #womensequality #genderequality #crazyrichasians #adelelim #womensempowerment",wagegap,|Wow! That IS insane. I just can't wrap my head around it.|Seriously!!! Wrong on so many levels|And then they say why women are angry .... because this is a form of slavery.|@beemeliss 😱😱😱 the difference tho|So now the sequel is gonna suck. They were dead wrong.|I hope the cast back her and walk too because that is ridiculous|Omg what?! That's BONKERS ♀️♀️♀️|Please tell me she asked for st least the $800k before walking 🙏🏾 @women_nyc|🙌🙌|Did she take the class on how to negotiate salary 🌝|💪🏼💪🏼💪🏼💪🏼💪🏼WTF!!,332
552,253,"“Cause if I was a man, then I’d be the man” - @taylorswift.⠀
.⠀
.⠀
.⠀
.⠀
.⠀
#unitednations #kristinsimmons #kristinsimmonsart #princesspop #statistics #genderequality #paygap #wagegap #sdg5 #sdg5artist #commissionedartist #unveiling #disparity #un #unsdgs #impact #familyoffice",wagegap,"|This song is 🔥🔥🔥|Not every Mexican woman can fold bills and make art ok... Its not that ur white and a woman... Ur just talented... I mean folding bills is real talent for sure|😂|This isn’t sexism or racism, its culture.|Wait, Asian men make more? That's not fair!|Clearly Asian Men are racist then.. privilege!  Privilege! Privilege! Privilege!|So two out of the top 3 earners are women !|Yes, women do earn less, as a whole. But that isn’t due to sexism or discrimination, the wage gap was calculated by taking all the money that men earn in the Us, and all the money that women earn, and dividing them. They didn’t take ANYTHING else into account, such as work hours, qualifications, or even what jobs they have. If you didn’t know, women take up the majority of the top 5 lowest paying fields, and men make up the majority of 4 of the top 5 highest paying fields. You don’t think that has a little something to do with the gap? Or maybe it’s due to the fact that on average, men work more hours than women. I really wish people would stop believing in this myth, it’s been debunked time after time. Also, if employers were actually able to get away with paying women less, do you not think they would then hire only women? Do you really believe they’re more worried about paying the male employees more than the female ones than they are about their own profits? Because that is honestly hilarious.|Tokyo 🔥|False.... according to pew research Asians are the higher earners.  3 Asians overall are the highest-earning racial and ethnic group in the U.S., but it is not a status shared by all Asians. In 2016, the median annual income for Asian adults was $51,288, compared with $47,958 for whites,|Sooo sorry you couldn’t pull another Jussie Smollett hoax. Facts are facts no matter how much you try to weave this weird anti-white narrative.  Truth is who cares! Asian people or anybody who works harder earns more it’s a fucking fact.|The visual accuracy 💯",129
