SeqNo,text,hashtags,comments,likes
749,749,#feminism #respect #womenempowerment #humanrights #feminist #equality #love #lgbtq #activist #pride #loveyourself #everydaysexism #womensupportingwomen #selflove #speakup #noracism #nosexism,everydaysexism,"|You’re right, to an extent. Men don’t like being told what to do with their body, except once they have chosen their sexuality. Then we must get swole, or lose weight, love discriminately, marry appropriately, Fuck secretively, and lastly, pay promptly.",63
750,750,"We want to take a second to appreciate - not only these amazing shoes @heyjenbartel has created together with Adidas which are simply stunning and unworn until now because: SO PRETTY! 😍 (and - as you can see - work as the perfect space ship for Baby Groot).⠀⠀⠀⠀⠀⠀⠀⠀⠀
But also this amazing pin that Diane from @mo.pins creates. When we found her designs it was MANDATORY to get at LEAST one of them - we would be lying if ONE didn't turn into 4 - but who's counting, right? She designs them herself and puts a lot of love into - well - EVERYTHING - the package we received our pins was simply amazing and we thought we can't keep her a secret for so long. This is totally not an Ad -we are just fangirling over here and thought you'd appreciate it too. So hop over to her Etsy store. Diane was kind enough to make shipping available for poor little Monika. So if you're not in the list, don't hesitate to reach out to her and ask. SHE'S THE NICEST!⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
-⠀⠀⠀⠀⠀⠀⠀⠀⠀
#captainmarvel #caroldanvers #higherfurtherfaster #pin #pins #pincommunity #enamelpin #popculture #geekculture #criticalgeekculture #geeklife #nerdlife #feminists #everydaysexism #girlpower💪 #womensupportwomen #podcastsofinstagram #marvelverse #geekpodcast #talknerdytome #equalityforall #girlgamer #geekchicks #strongertogether #femalerolemodels",everydaysexism,|Nice shoes!! :D,30
751,751,"Blame her dress:- @homicidalwriter
A beautiful charming lady stepped in line
In temple to get blessed 
The guy behind her back touching her private parts cleverly, making her stressed 
If she complains people's arrow is on her dress 
She can’t scream she can’t fight her in the middle 
Escaping this type of society is a riddle
One girl working hard for her family 
Want to build her home 
Like bird makes a nest 
She really feels uncomfortable 
When her boss is staring at her breasts 
One lady walking down the street 
She had a long day in office 
Driver looking deliberate at her legs 
She wishes him to stop it 
When she notices 
Wolf craving for her body, she smells 
And one woman turned into a rebel 
Whose skin was like honey 
Some guy kidnapped her and sold her for money 
And society making statements 
None of them is true 
She came late because of her work 
She deserves respect on the basis of her virtue 
And even if she was with boys 
Eating drinking or partying all night 
Why you’re making points about her character 
It is a democratic nation, she knows what's wrong or what's right •
•
•
•
•
•
#womensreality #timesup #nomore #nevermoore #meat14 #iamwithher #everydaysexism #sexualharassment #assault  #darkpoetry #f #poetry #poetrycommunity #characterportrait #yqlphotographer #lethbridgephotographer #emotiveportrait #emotive #strongportrait #feminine #cinematicportrait #dramatic #dramaticportrait #artistic #evil",everydaysexism,"|Expressed so meaningfully ❤️|Take something hard, Fall to pieces/Fall apart, Knocked sideways😭😭😭😭😭|👌👌|Ur words 💯|💯|Sooo trueee!😍💯|😍🔥|Nicccceee 💕💕|Sooo trueee|😍😍",109
752,752,"URGENT FUN? Swipe left! .
.
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism",everydaysexism,|That’s first one wasn’t too shabby|Well I know it now,15
753,753,This is what PANIC looks like 👆🏼,everydaysexism,"|.
.
.
.
.
#intersectionalfeminism #kamala #maga #blm #xenophobia #blacklivesmatter #impeach45 #sexism #kavanaugh #feminism #drford #racism #everydaysexism #impeachtrump #islamophobia #intersectionality #scotus #homophobia #intersectionalfeminists #feminist #believesurvivors #lgbt #misogyny #whyididntreport #stopkavanaugh #brettkavanaugh #christineblaseyford #gay #kamalaharris #trump|Head bobbing and knee pads... there's your slogan|Voting Tulsi 2020",24
754,754,"Protect your energy. If you’re in flow, go with it and keep the focus. If not, trust the flow will return as you let go
************************
Getting this much sleep would really be something to sing about (📸: @shinetext)
.
.
.
.
.
.

#activists #transrights #womenforwomen #genderequality #equalityforall #inspirationalwomen #womanquotes #weareallthesame #confidencequotes #egalitarianism #everydaysexism #feministfriday #weareequal #fempower #femalerightsarehumanrights #feminismisequality",everydaysexism,"|Yeah, why be responsible for your own life ""we need a song"" you fuckin sheep. Idiet. This is what pro-choice is ""I shouldn't be held responsible for my own decisions"" 😂😂😂 fuxin-mutt-bish|@_katepearse_  legit haha|Lol @riverstephenson83  @claudsie1985|Are you serious, OMG, that's so stupid 😒😂😂",149
755,755,"I've had my bra straps snapped and swimsuit strings untied in a public pool by guys ""just being guys""
I've taken a lift home with one of my best guy friends, only for him to stop in an empty field and force me to give him a blowie. I didn't want to be raped, so I did it. It was my first time. I didn't tell anyone, because I didn't think anyone would believe me. 
I've walked home alone, not sure if I'd make it there alive. 
I've been catcalled (even when with my kids). I've had men whistle at me from cars, only to be sworn at if I didn't respond to their ""compliments"". I have sat in a train car while a man masturbated while looking directly at me. 
I've been slapped on the ass while waitressing. 
I've had my drink spiked while out with my girlfriends. I locked myself in the bathroom before everything went black. 
I've had a famous rugby player who is twice my size pick me up against a wall in a club, and grind against me while trying to take my panties off. 
8 years ago, on my birthday, I went out with two girlfriends. I just had my daughter 8 months before, and wanted to feel part of the world again. A man slipped his hand into my dress by the bar and started groping me. I struggled to push him off, everyone could see - no one helped. I slapped him, and he threw me to the ground and swore at me while his friends laughed nervously. I was too afraid to leave the club, I was afraid that he would follow me to my cab. My husband and 8 month old daughter had to come fetch me in town, in the middle of the night. If things took a turn for the worse they would say that it was because I was showing off my cleavage, or because I had no place being in a club as a mother. That I deserved it.  I haven't gone out with friends since.
Womens month is nothing to celebrate. We should be angry.

We also need to be afraid. Fear helps us run. It helps us avoid unsafe situations in the first place. It is a critical survival emotion for human beings to access in healthy, appropriate doses.

We need our anger too. Anger protects us, and it restores us. It gives us our dignity. It sets boundaries. It takes action. It insists on change. It makes a scene. It demands attention.",everydaysexism,"|Thank you for posting this, saying it as it is. Be angry, make a scene and be brave ✊|I can relate to a lot of this and a lot more that's happened to me that I've never spoken about to anyone for fear of being judged and not believed. I'm sorry. For you. For our daughters. For all women. 😔|My friend, you deserve so much better than all of this, you are a Goddess. All my love for you 🖤|YOU are strong, YOU are brave and YOU are fierce! NEVER stop fighting and NEVER let them kill your fire!|P. S there was no more space. But this photo was taken by @shante_hutton and you should read her latest post too.|Wow I’m so sorry that you had to go through that. Fuck those men who did that to you! Xx|This is what is terrifying about raising a daughter! And sons infact.... This world is so stuffed up|My goodness I have no words!!!|#metoo im sorry you went through this. No one should ever have to feel this way. Its horrible. We should be angry|A terrible account of very real dangers that 99.9% of women have faced and keep facing whilst so many want to say #notallmen 🙄 - I’m angry for you and with you|Wow, just wow! You're an amazingly strong woman! Not easy to share this with the world but you did! 👏|Strength pours through our veins! We are the fertile soil that our society is built on- we make the change happen. You’re right, this takes fear! Fear to relive all the times our boundaries were crossed and we are violated. We teach our men, our boys and our girls that is RIGHT to choose safe before being NICE. Still we fight! We are all in this together, we will shame those who cross the line! I’m with you! I’ll fight and be called a bitch because we will not stand by anyomore! It stops here and now! Let the kickassery stay strong|Whoah! This shook me. The things we don't talk about but should... 🙌|My heart is aching♥️|🌼❤|#metoo I'm so sorry you went through this Maz. Being a woman today is the scariest thing ever. We need change and we need it now.|We stand with you Maz. I don't think we fully understand how important it is that you are brave enough to speak about this. The more it's all exposed, the braver and stronger women become. I'm so sorry. But I'm more angry.|This makes me feel so many emotions. Mainly fear for my two beautiful girls in this sick society we live in. Thank you for this profound piece of writing. I know so many versions of this and it makes me feel ill. Thinking of you. Enough is enough!!!!|Thank you for sharing. We are all so strong. The world is just wrong and one day is not going to change it.|Thank you for bring these dark things into the light, we were all can realize that when we shed the light on these things they can no longer haunt us. Sending you much love. ❤️🙏|Takes courage and guts to write something like this that many people tend to hide instead.  BIG UPS to you @caffeineandfairydust  What a brave and courageous soul you are 💕💕|Just wow 😢|I have two daughters and from my experiences and from reading this I feel the fear...for me, for them. How terrible that this is the experience for a lot of woman and for what reason? How can we protect our daughters from this?|You are one strong woman! I honestly look up at you! Wow❤️🌸|Happy Women’s Day to a woman that constantly inspires me. Your beauty, dedication to your work, and the love you hold for those around you makes you shine. I hope today you feel spoilt and appreciated. Thank you for all you do!|Thank You for sharing, the sad thing is that it hits way to close to home! I am so sorry that you and so many others have had to go through this! 💕🙏🏾|So sorry for all you've gone through Maz 💔|Im done i dont even know what to say, jirre man!|Maz, I read this earlier today and wanted to come back and comment. Your words are so powerful and thank you for sharing with us all. You are such a kick ass woman! Thanks for being brave to tell your story, brave to share moments you wish you could forget. This quote always rings true from Desmond Tutu - if you are neutral in situations of injustice, you have chosen the side of the oppressor.|Thank you for being so brave and posting this, you are 100% right, we need to MAKE NOISE and make sure we are heard!! 💚👏🏻|Thank you for your brutal honesty. I absolutely agree with you. You one strong resilient woman♥️|Thank you for your honesty and vulnerability. I hate that this is the reality for most women in our country and around the world.|Thank you for your honesty and taking such a huge leap in showing fellow women that it is ok to talk about the injustice that we too often are confronted with.|Wow! This post is 🔥 All the feels! We have so many important things to teach our daughters!|i feel like words are largely meaningless to respond to such a powerful post. Thank you for sharing. All i can say is that i commit myself daily - not just Woman's Day or month or whatever - to interrupting those kinds of narratives where i see or even hear about them. The 'jokes', the words, the whistles, the acts..|Fuuuuuuck😭 I am so sorry that this has happened to you. Thank you for using your voice and platform to shed light on this👑🙏🏼 SA, Men, our society, NEEEEDS to do better ⚔️|I hated reading that. I hate that you went through it. I hate that I will have to teach my girls not to trust their guy friends no matter how close they may be. I hate that my kids will never experience the freedom of walking to and from school with their friends. It is not easy being a women. There is a cloak of fear that comes with it regardless of how strong a person you may be. I am so, so sorry that you had so many terrible things happen to you.|Omg ! Thank you for been so open and sharing this . I can so relate 💟 😘|Thank you for being so vulnerable and sharing something so private.  All the things that have happened to you are unacceptable and should never have, I’m so sorry.  You are a strong fierce woman and I admire your strength and courage.  Happy woman’s day 😘|Bold❤️|😭|Hey warrior woman  Thank you for being a badass  Thank you for your bravery  Thank you for having the courage to share your story  You are and always have been enough 💞|🖤|💯 💯 👏🏼👏🏼👏🏼👏🏼|No words can take away those painful memories. Just know, You are inspirational. And to speak out, might help someone else reading it, to have the confidence to also speak out.|You are my favourite person to follow, and now I just love and adore you even more. Thank you for having the strength to share this with us, for being so strong and such an incredibly inspiring woman and mother 🖤|you made me go back in my history **sigh**|Wow. Thats quit alot of bad situations you experienced. So sorry this happened to you.|@caffeineandfairydust these words speak your truth.  They carry weight but it should never be the weight of guilt.  They were shared from a place of strength and vulnerability.  I hear you.  I see you.  Thank you for embracing who you are.|Super thought out! Wow love it!👏👏👏|#womansday2019 #BelieveWomen #whyididntreport #womenareality #timesup #metoo #imanastywoman #everydaysexism #womensday #tothegirls #yesallwomen #menaretrash #fem2|No words. Im so sorry you had to go through this.|Holy shit! H O L Y  S H I T. This is profound, uncomfortable to read and hits so damn close to home (for so many women). Thank you for saying this. Thank you for this message.",299
756,756,"Asking for a friend...⁠
⁠
""[I] will challenge that assumption head-on. Not by trying to lower of estimation of the difficulty and value of money management, but by raising our estimation of the value and importance of caregiving and the skills we need to do it well. In economic terms, caregiving is investment in human capital, our most precious asset as a society.""⁠
⁠
Mic drop, courtesy of @annemarieslaughter7798⁠
⁠
#unpaidwork #unpaidlabor #laborstrike #womenslabor #patriarchy #feminism #womensrights #radicalfeminism #intersectionalfeminism #maleprivilege #socialjustice #smashthepatriatchy #thisiswhyweneedfeminism #strongwomen #genderequality #addwomen #everydaysexism #fem2 #thefutureisfemale #resisterhood #idissent #representationmatters⁠",everydaysexism,"|Managing $ can be easier shopping at the Bargain Box at 331 E 4th St, Pueblo CO",19
757,757,"Normally I don’t share photos but this guy censored his own spliff 🤣🤣🤣
.
.
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism",everydaysexism,|Hahahhahaha|It translates to “I’m a bad boy but I want you to think I’m a little bit respectful”,14
758,758,"Is that a euphemism?
.
.
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism #cake #baking #redvelvet #legday",everydaysexism,|What does that even mean?! Actually I don’t want to know what it means,8
759,759,Students solving the Young Changemakers Challenge at the It Takes a Spark Conference! @spark.in.steam #everydaysexism #equality #stem #science #maths #technology #robotics #engineering #education #women #highschool #heforshe #intersectionality #grlpwr #girlpower #feminism #womensrights #equalrights #empowher2019 #empowher,everydaysexism,"|Thanks for making a difference today, we loved having you there",27
760,760,"She Ain’t Fat Bruh...She Just A Lil Ticc!
•⠀
#blackgirlmagic #tothegirls #curvygirlsrock #thickthighssavelives #blackwomenmatter #allnaturalcurves #womenempowerment #donttouchme #melanin #thickgirlproblems #stopharassment #stopsexualizingwomen #mindfulness #changemindset  #selflove #metoo #womensreality #timesup #everydaysexism #yesallwomen",everydaysexism,|Beautiful|🔥🔥🔥|Yassssss|C’mon bawdy! 😍😍|😍😍😍,99
761,761,"2 months after highlighting the (almost) complete absence of female representation (There's 1 in this whole stand) in the art postcards @lakesidearts at the University of Nottingham to the person in charge of purchasing, there has been 0% improvement. The lack of female artists represented is demoralising, depressing and shocking. The message given by this major university gallery shop is that women are not artists. Thanks for nothing. 
#womenartists #femaleartists #feminist #nottingham #nottinghamartist #leftlion #cvan #emvan #calloutsexism #eastmidlandsarts #universityofnottingham #feminism #everydaysexism #casualsexismisstillsexism #casualsexism",everydaysexism,|😟,16
762,762,"Earlier this year I was privileged to speak @hubdot @petershamnurseries about how really connecting with people was my number one focus for 2019 and beyond. So often, it’s easy to meet with friends, family and work colleagues and pass pleasantries. We British love to greet with ‘ How are you?’ But not intend an answer other than ‘fine thanks’! I find this tradition can lead to conversation devoid of meaning, as often the opportunity to connect deeply is lost with the first exchange. 
What if with each interaction we intend a deep connection that can enhance our belonging and filter out any feeling of isolation? And what if we can be inspired, learn, help others, or just laugh out loud through these deep connections. 
I’ve just finished reading Melinda Gates book ‘The Moment Of Lift’
@melindafrenchgates 
In her closing paragraphs she talks about connection being more important than equality. And I have to agree, however, in order to understand Melinda’s point fully, read the book, it is one of the most important books I’ve read in recent times. 
If you’d like to attend a @hubdot event where people come together devoid of labels, so that deep connection can be made through the stories told, then Scroll through to see the date for their next event @londonkindred partnering with one of my favourite brands @thomsonandscottuk Some of my best connections have been down to the excellent work @simona__hub_dot and team do. ❤️❤️ .
.
#hubdot #connection #melindagatesfoundation 
#wearefuturefemale #timesup #metoo  #feminism  #womensupportingwomen  #futurefemale #womenempowerment #womensaid #Iamfuturefemale  #equality  #everydaysexism #mensupportingwomen #womensupportingmen  #everydayequality #genderneutral #raisingboys #raisinggirls #equalityforeveryone #pressforprogress #habitualsexism #socialchange #reframethinking
#FutureFe+Male #bethechange #sexism #inequality",everydaysexism,"|I’m going to this one!! Will text/email soon, it’s been ages. Miss you xx|@wearefuturefemale @emma_gardner_elvis  miss you both!!😘😘|You know my theory Deborah. Always ask the question ‘How Are You?’ Twice. Second time add ‘how are you, really?’ Then you’ll get the honest answer and the person you ask will know that the person asking is open to listen to the response.  Simple but works. Xx|Love to do a dot thing with you too x|Oh thank you so much for sharing the love 💜❤️ 🙏🏻 Looking forward to this next event to kick off the season 🙌🏻😘💫",39
763,763,"Heartbreaking. This is ridiculous. 💔
.
.
.
Follow @queenkongclothing for feminist art, clothing and community 👑👭⚡️
.
.
.
#yesallwomen #metoomovement #metoo #timesup #allmencan #shoutingback #sayhername #freethenipple #femaleempowerment #feminism #feminist #queenkongclothing #everydaysexism #feministispower #ibelieveher #nastywoman #intersectionalfeminism #feministclothing #feministasfuck #feminismisforeverybody #feminismos #feminista #girlpower #feminisme  #equality #feminismtag #feminismart #feministapparel",everydaysexism,|💫,35
764,764,Mic drop 🎤. Share with someone who needs to hear this !! #TQV. #TheQueenV #fucknormal,everydaysexism,"|#womencharacter
#womencharacter
#fightwithdarkness
#womenintheword
#yesallwomen
#genderequality
#womensrights
#equality
#womenempowerment
#askingforit
#womenfreedom
#sexualterm
#sexishealth
#sexisart
#sexpositive
#letstalkaboutsex
#sexlives
#womensexuality
#embraceyoursexuality
#healthysexuality
#conscioussexuality
#femalesexuality
#freesexuality
#bodypositivity
#sexed
#freesexuality
#everydaysexism",8
765,765,"#SolidarityIsForWhiteWomen, #WhyIStayed,  #FreeMarissa  #IStandWith #RapeCultureIsWhen  #SayHerName  #Fem2  #DearJohn #MooreandMe  #GirlsLikeUs  #FlushRushNow  #Bindersfullofwomen  #SolidarityIsForWhiteWomen  #NotYourAsianSidekick  #BlackGirlsAreMagic #BlackGirlMagic  #MasculinitySoFragile  #PrettyPeriod  #WhyIStayed  #BringBackOurGirls  #RapeCultureIsWhen  #YesAllWomen  #AllMenCan  #HobbyLobby #YouOKSis  #AddWomen #ToTheGirls  #EverydaySexism #EffYourBeautyStandards",everydaysexism,|✊,6
766,766,"""It was just a few weeks after we had given our twelfth board exams and were preparing for entrances.
One evening, I was talking to a school mate over the phone, who happened to be a friend back then. Like usual, we were generally joking about the school days and discussing the exam strategies and the expected grades in final exams. 
Out of no where, to my surprise, he said something that was the least expected of him and that left me blank for sometime.
Well,  in the most casual manner he said- "" why do you girls these days work so hard in all the possible fields, when you know that in the end you have to marry a rich man who is well to do?""
I was at first shocked to hear such a statement for i was always taught the importance of being independent by my parents; but I also wondered about the audacity he had to make a statement so audacious without any thought and shame.
We did have an argument on that; yet he stuck to defend himself. 
We hardly spoke after that day for he went a bit too ahead in order to just prove himself right .

But what's more is the fact that this incident made me realize how sexism is deep-rooted and exists in the most casual forms which we at times tend to ignore or not make a note of;  and this goes on to degrade the mentality even further."" #EsaTohHotaHai
.
.
.

#girlup #girlupcampaign #girls #feminism #socialmediacampaign #sexism #sexist #casualsexism #everydaysexism",everydaysexism,"|Gurl you rock !!! No matter what others say just keep doing your work with head held high ! 👏👏|I’m so proud of you❤️ you’re a gem, you are a true inspiration! Keep going, much love and more power to you baby💕|Mekhla!!!! I am so proud of you! ♥️|Ohhh my goodness! My little love is out here making me super proud! I feel immensely happy rn. Much love ❤️|Proud of you bro 💛.|🔥🔥🔥🔥|💕💕💕|Super proud of you my girl!  Keep shining. ❤️❤️❤️ @mekhla_mithal|Utter shame on such mindset, you rock girl. Keep working towards your goals ❤️|Go girl..... Sky is the limit... In fact whole universe is there for you, to grab. More power and blessings to you",77
767,767,"""Few weeks ago, I met a male friend at a cafe. 
When we went to pay up for our drinks, my friend had some loose change, but I had a 500 rupee note, I asked my friend to give me his share and I paid the bill for the both of us. We had this conversation in front of the cashier, who saw the exchange of money happen as well. I paid her the money, but when it came to returning the remaining amount and giving the bill, she gave *both* to my male friend despite me clearly stating ""Please give me the change.""
It felt like a classic case of people assuming that if a girl and a boy are out together, the boy has got to be the one paying the bill, or is somehow the one in charge.

Common as such incidents may be, they highlight the underlying issue of casual sexism being normalised in our society. The very assumption that if a man and a woman are out together, the man is the one necessarily providing for the woman, by paying her bills, is not only demeaning to the woman, by undervaluing her status of being someone who can look after herself, and pay for herself, but it also places an unfair burden on the man to be the one providing/paying for a woman, while she can look after herself.

Sexism, like most social evils isn't always necessarily blatant. It creeps in little ways like these, where it becomes easier to brush off the problem and say ""Esa to hota hai"" instead of confronting it, because who wants to pick up a fight on something seemingly petty?"" #EsaTohHotaHai .
.
.
.
#girlup #girlupcampaign #girls #feminism #socialmediacampaign #sexism #sexist #casualsexism #everydaysexism",everydaysexism,|On point!|💯,31
768,768,"""Back in school, I was working on something with a couple of male friends of mine and instead of helping, they were just sitting there and exchanging ""dank"" jokes and memes. I remember one of the memes was that there were two washroom doors, one had ""men"" written over it and the other said ""kitchen"". I told them how sexist that was. I was completely vexed because it starts with a joke that normalises this patriarchal ideology that we’re holding on to. I told them to go out of the room if they aren't working. And one of them said- “Hum kyun jaaye, teri kitchen hai yeh?"" #EsaTohHotaHai
.
.
.
.
.
#girlup #girlupcampaign #girls #feminism #socialmediacampaign #sexism #sexist #casualsexism #everydaysexism",everydaysexism,"|Way to go girl 👏🏼|👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻|#esanahichalega|Good job girl! 🔥@deepanshinarula|Dank memes is the new sexism.|@deepanshinarula  i love you deepanshi, each time there is so much to learn from you. You are one of the girls, who inspires me each each.❤️❤️ more power and strength to you always. And my infinite love|Wondrous job done! 👏👏 @deepanshinarula ❤️",117
769,769,"To address the issue of sexual harassment, especially within the tech industry, Jane started the Aperta Project and is now collaborating with the Cynefin Centre to collect first-person experiences with sexual harassment in Toronto Tech.  For more information on how to contact Jane, click the link in our bio",everydaysexism,|#instawomen #instawoman #instafeminism #instagood #instadaily #instamovement #instapeople #instalove #wave #movement #women #woman #people #video #time #metoo #equality #womenempowerment #empowerment #follow #womensrights #humanrights #strongwomen #girl #feminism #feminismo #girlpower #everydaysexism #fem2 #imwithher,8
770,770,What are you?🖤💙🖤,everydaysexism,"|#feminist #feminism #sexist #sexism #sexisme #misogynist #equality #gender #smashthepatriarchy #patriachy #genderequality #anidifranco #feministquotes #girlpower #women #womensrights #equalrights #beautystandards #stopsexism #everydaysexism #|Feminist✊🏻❤️|101% Feminist! 🔥💥 ⚡💪🏽|Yes feminist and let me tell you is the best thing to be feminist 💪🏾🙌💖|110%|I'm not a feminist so I guess that means that I hate women and think they're below me|That’s not even remotely close to how that works|Thats actually laughable, no wonder why people don't take feminism seriously|I am an equalist, not a feminist|I'm not a modern feminist. I believe in equal rights. You are equal to me. Actually No, you are clearly below anyone that's not a modern feminist. You just want men to be below you. And when someone offers you an argument that proves that feminists are stupid, you don't reply. Pathetic|Feminism 😂😂😂|You are a racist. You hate white people, i clearly see that on your stories. I'm reporting your account.|Yes there is, it's called equalist",68
771,771,#littlexlittle #feminism #feminist #Intersectionalfeminism #smashthepatriarchy #equalityforall #everyoneisequal #weareallequal #letboysbefeminine #letgirlsbemasculine #blacklivesmatter #mentalwellbeing #loveislove #fightlikeagirl #everydaysexism,everydaysexism,"|What's xenophobic?|rasism means hatred against a race, that INCLUDES white people. (bit irrelevant but thought i just might say it)|hey, rlly sorry for promo, but i just started and would like to get some followers to get us started. fff?",196
772,772,"I am so sick of these stupid societal expectations, reinforced by people who ‘don’t know any better’. There are two important things that everyone can do to combat this stupidity which is causing the rise of many societal problems e.g. rise of mental health issues and lower quality of life: 1. Don’t point out anything that can’t be fixed in 10 seconds 2. Try not to let it get to you I know that for some of you this may sound stupid but for once the best way to help yourself and everyone else is to not give a shit  #littlexlittle #feminism #feminist #Intersectionalfeminism #smashthepatriarchy #equalityforall #everyoneisequal #weareallequal #letboysbefeminine #letgirlsbemasculine #blacklivesmatter #mentalwellbeing #loveislove #fightlikeagirl #everydaysexism",everydaysexism,|❤️❤️❤️|so true I think all of our bodies are beautiful and we should just own it|this includes fat AND skinny people 💖💖💖,66
773,773,#littlexlittle #feminism #feminist #Intersectionalfeminism #smashthepatriarchy #equalityforall #everyoneisequal #weareallequal #letboysbefeminine #letgirlsbemasculine #blacklivesmatter #mentalwellbeing #loveislove #fightlikeagirl #everydaysexism,everydaysexism,|HELL YEAH,147
774,774,Yes!,everydaysexism,|#SurvivorsPower #Oct12Walk #MeToo #TimesUp #YesAllWomen #WomensReality #Feminist #Feminism #TheFutureIsFemale #RapeCulture #NoMeansNo #NastyWoman #IAmANastyWoman #BelieveSurvivors #IBelieveHer #EverydaySexism #ToTheGirls #WhyIStayed #HeForShe #Fem2 #SayHerName #WomensMarch #StopRape #ERA #ERANow #ProChoice #KeepAbortionLegal #YouKnowMe #StopStreetHarassment,87
775,775,"I Don’t Need Your Money — I Can Spoil Myself!
I’m so tired of guys who think that all women care about is money. A decent woman won’t care about how much useless crap you can buy her because if she wants something, she can buy it herself. I make my own money. I have my own things. I want your love, attention and time — that’s what really matters.
I’M NO GOLD DIGGER.
.
.
.
#iammorrigan #missindependent #woman #grlpwr #womenempowerment #bossbabe #bossgirls #golddigger #money #lazygirl #iamawoman #power #womenhelpingwomen #womeninspiringwomen #womenempoweringwomen #womenpower #bossbitch #bitch #hotbitch #igotthepower #freedom #everydaysexism #independentwoman #whorunstheworld",everydaysexism,"|You look so gorgeous 🥰 DM us we would love to collaborate with you ❤ 
Please contact our official account ➡ @ ewelyni.official|Any decent guy won't like gold diggers. Some won't mind as they see those girls as a bit of fun for a bit but reality is they are not interested in YOU.|Ben detto 💪🏻|I agree with this caption so much❤|awesome pic! good vibes always!|Brava🔝mai dipendere dagli altri 👏👏👏",42
776,776,@sodeluca Diosa como siempre ❤❤💣💣💣Gracias por confiar siempre en mi trabajo se vienen fotones!!! #thefotografosinfluencers #fotokillerz #everydaysexism #portraitphotography #portraits #lenceriasexy #portraiture #dangerouswoman #boudoirphotography #portraitpage #portraitmood #seduccio_art #makeportraits #snapshot #capture #sexigirl #composition #sexist#sensual #argentina360 #fotografxsarg #fotogramarg #fotografoslatinos #portraits_arg #retofotografoslatinoss,everydaysexism,"|Foton 👏👏👏👏👏|Amigo, tu calidad es la mejor! 🔥|Me encanta tu forma de editar 😍 es gloriosa!|👏👏👏👏❤️❤️❤️|La rompes en cada trabajo crack 😍|Hermosa foto Lean!!!|Excelente foto Man!! No paras de romperla|Que modelo que la rompe!! foton amigo!!|Douh|💣💣💣💣|Woow amigo! Mucha sensualidad y muy cuidada! Impecable|Te vas a la mierda mujer ❤❤❤️|Foton🙌🔥👏|fotón n|que fotón lean! me re gusta la luz|Wowww arte puroo|Excelente fotografía 📷🔥|Por todo lo alto man 🚀|Oh por dios. Usted es realmente el 1|Muy buenos trabajos!! 👏👏 te felicito...|Hicimos fuegoooooo!🔥|💣|Naaa increíble la belleza de so y de tu forma de retratarla👏👏👏👏|QUE MARAVILLA DE FOTO 😍|Una locura está Pic hermano 🔥|Fotón🔥🔥|Wooow muy buen retrato! Me encanto|Siempre TOP 🔥 @leandromacielphotography|@leandromacielphotography  @lautyacevedoo @roxanamacarenacastro",594
777,777,"Cannibalism IS the way to a girl’s heart
.
.
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism #old #oldiesbutgoodies #classic #chatuplines",everydaysexism,|🔥🔥🔥🔥🔥🔥|🤔🤢,10
778,778,"Not talking to you feels very nice .
.
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism",everydaysexism,|This is way more tame than most 😂,7
779,779,"Congratulations to Cyntoia Brown.Justice, in my opinion, has been served, albeit way to late.  Swipe 👈  #womansrights #humanrights #equality
#womensreality #alllivesmatter #blacklivesmatter 
#metoo #imwithher #everydaysexism
#tothegirls #heforshe #womanshealth
#feminism #responsiblewomen  #awakening #awareness #evolve #evolving #lookwithin #selfawareness #growth #growthmindset #authenticity #wordsofinstagram #boulder #bouldercolorado #colorado",everydaysexism,|I’m glad it was a Republican Governor who pardoned her|Great picture!,11
