SeqNO,text,hashtags,comments,likes
245,A disclaimer from #lego in 1974 urging parents to not #genderstereotype their #children. How #sweet is that?,genderstereotype,|#equality #create #equal #liveandletlive #childhood|Big time Lego lover too!|@lego_minifigures_and_co wow nice collection of mini figures. Lego pure joy and creation 😜|@maisieutting @camelhoe|👌|Shame that's not the case now,58
246,"Rigid gender stereotypes hurt everyone. We are more than the box that society tries to put us in.  There is no such thing as ""girl colors"" or ""boy colors"", they are just colors. There is no such thing as ""boy toys"" or ""girl toys"", they are just toys. There is no such thing as ""guy jobs"" and ""girl jobs"", they are just jobs.  Society as a whole makes us want to believe that living outside of those ""gender stereotype"" boxes makes us abnormal, when really it doesn't.  Everyone should be free to be who they are, like what they like, dress how they want, etc. regardless of what other people think.  #beyou #befree #youareawesome #breakoutofthebox #outofthebox #saynotogenderroles #genderroles #genderstereotype #genderstereotypes #wearwhatyouwant #likewhatyouwant #freedom #freedomofspeech #genderboxes #equality #equal #blueismyfavoritecolor #notallgirlslikepink #notallmenareafraidtocry #sensitivedoesnotmeansissy #information #instainformation #speadtheword #lovewhoyouare #loveoneanother #bekind #freetobe #freetobeyou #breakout #feminism",genderstereotype,|@the_gathering_2015 no more abuse @thecenternow @unwomen no more rapes now plz? @unitednationshumanrights @uswomen2016 #strengthie|@the_gathering_2015 we are to take back our karma now plz? @globalwomenleaders.co @bearssharecare @speakuptorape|@globalgoalsaustralia @glblctzn @whsummit no more #domesticviolence 911 gets rid of the pain he caused plz? Hi|#stopchildbrides #stopwomenrapes #stopforcedmarriages ☺,12
247,"""Hello! Nice to meet you. I'm adorable!"" #tutu #genderstereotype #idontcare #sogorgeous #waving",genderstereotype,|She is truly adorable! Just like her ...mother !,13
248,New 'This Cailín Can' girls #tshirts promoting self confidence in young girls & quashing the #genderstereotype,genderstereotype,|@antoine_maher we get you one of these!,38
249,"I think the opposite.「言葉に頼りすぎると退屈な女になっていく」""Women who depend on the word is going to be a boring person."" #tokyo #japan #genderstereotype #advertise #itgetsbetter #diversity #equity #genderequality #SOGI #woman #man #lgbtq",genderstereotype,|❤,21
250,Damit man sich auskennt! #genderstereotype #nononsense #pinkwatch,genderstereotype,"|N und X, okay 🙄",2
251,When you try to not #genderstereotype toys.... you get this 😂 #mermaidbarbiemutilation #thebodykeepsdancingaroundsingingskinamarinkidoo,genderstereotype,|😂😂😂😂|Lmao😂😂 @hill071786 I'm obsessed with your tub! So jealous!!!,5
252,"#其實不是賣廣告 viutv今晚將#transgender 擺上枱面講📺 我用番自己之前寫過一句 所謂正常與唔正常既定形，實在累死太多人。那些我們以為理所當然的，只是傳承了以往的固有信條。對抑或錯，又可否再定義。 #SocialInclusion #LGBTQ
-
「咁我要當佢係男人定女人」但有無想過，很多事並不是那麼理所當然地非黑即白，二元對立。中文話你知 易地而處，英文話你知 put yrself into other's shoes。每個人都有血有肉，換個角度或許不一樣。
-
『「不一樣」沒有罪，沒有人需要跟其他人一樣。』",genderstereotype,|#性別 #genderstereotype #stereotype #socialstudies #culture#性別認同#性傾向#規則#二元#女性化#好女仔#好man#標籤#tag|我諗起謝安琪首《勢不兩立》,18
253,"In honour of WORLD PHOTO DAY I want to share a project that pushed me to my technical and conceptual limit, a subject that has always been a prominent part of my life due to my best friend being part of an industry that constantly questioned him. I worked closely with these young dancers throughout my masters project to create a series of images I will always be proud of... Here is a little blurb below that accompanied my images.

Exceptional dancers in my experience are also exceptional people, their attitude towards life and the determination to succeed is instantly apparent, especially when faced with a stage. You are then looking at the person he is and the person who, at this moment cannot help but be. 
Portraiture is used to explore issues of identity and has become a powerful encounter between artist, subject and viewer. This body of work is an intimate approach in capturing young boys amidst the training to be a professional ballet dancer. These boys are solely committed to their preparation and I am there to capture moments in this training. My work displays the idealized beauty in not only dance but also young males. Focusing on the intimate in-between moments of performance, capturing the beauty and the vulnerability these boys have in that moment of reflection. Through these intimate portraits I aim to challenge gender stereotypes and celebrate these individuals as they discover who they are.",genderstereotype,|#worldphotoday #ballet #myboycandance #mastersproject #photography #university #portraiture #dance #balletdancer #genderstereotype #love #beautiful #proud #sheffield #sheffieldhallam|Like it!,46
254,"After being asked twice in 2 days what HIS name is because I dressed Annabel in blue (blue flowers and she was wearing headbands on both occasions) I thought I had better pink her up for bed tonight. 
#prettyinpink #polkadots #kittycat #babyspam #babygirl #babiesofinstagram #genderstereotype #lovehersomuch #bcapril2016",genderstereotype,"|Awe so cute! 💖👶🏼💖|I got this last week...Rebecca was wearing a black and white stripey leggings and a yellow flower top...and 2 ladies in town said aaaawwww....he is very cute!!!! I think it's the no hair thing! Xx|@ewratten25 it is crazy, she was wearing a flowery navy romper yesterday, and today she had a blue flowery dress on with leggings! Surely the headbands would give it away lol Annabels hair is not growing at all, infact at the back it's rubbing off from her rolling all the time 😢 x x|So cute!! X",11
255,#fuckyou #genderstereotype #doors #phnompenh #sundaysesh 🌞,genderstereotype,|Love this 😍😍😍❤️❤️❤️ you little hottie x|@lexi_green and I love you sexy lady ❤️💋,28
256,"US cultural observation: gender stereotyping.

Since moving to the US last year, we've noticed that gender stereotyping was relatively prevalent here. Initially most of our observation came from TV commercials and then slowly we noticed it too in our social settings. 
But my real culture/gender shock came when I walked into a toy store for the first time. I could very quickly and clearly distinguished which were 'girls toys' and which were 'boys toys'. Not just by colors but also by 'type' of toys, which was somewhat exasperating because I felt some of them came across as a bit demeaning in the 21st century. 
More recently S has begun telling me how somethings are only for boys and vice versa. I tried prodding her a bit more by asking why she thinks so and explaining to her that things don't have to be discriminated by sex. Of course all I get now is a blank look and the attention span of a 4 year old - literally. 😳😂 I guess this is going to be a long learning process and hopefully one day my children will understand that people are not limited by their gender or sex. That they can do whatever they put their minds to. Pink or blue or green. 💖💙💚",genderstereotype,|#GenderStereotype #Gender #Lego #children #CultureShock,16
257,Pearl hates gender stereotypes but her mum thinks she is funny buying this for Pearl's stay at home dad,genderstereotype,"|#pearl #pearlhateseverything #baby #stayathomedad #stayathomehusband #genderstereotype #everydaysexism #manwhohasitall|Hey, Just wanted to reach out to say tht I really like what you do. Thanks",17
258,"Sleeping Beauty, Briar Rose, pt 2
-----------------------------------------------
Juliet Browner, circa 1945 - Man Ray
-----------------------------------------------
Each night I am nailed into place
and forget who I am.
Daddy? 
That's another kind of prison.
It's not the prince at all, 
but my father
drunkeningly bends over my bed, 
circling the abyss like a shark, 
my father thick upon me
like some sleeping jellyfish.
What voyage is this, little girl? 
This coming out of prison? 
God help -
this life after death?
- Anne Sexton

#SleepingBeauty #BriarRose #BrothersGrimm #FairyTales #ReTold #SinisterTales #Incest #GenderRoles #GenderOppression #GenderStereotype #FerdinandoScianna #ContemporaryPhotographer #FashionPhotographer #AnneSexton #IconicPoets #Confessionals #Feminists #Transformations #blackandwhitephotography #bnwphotography #monochromephotography",genderstereotype,"|Fantastic ❤️👏🏻👏🏻👏🏻|@joker_2143_ Yea Anne Sexton was A lot fuckedUp. So were those Grimm Bros tho, their tales should be called Sinister Tales 👹|@karenbeuschel Thanks! I think Man Ray was a better photographer than a painter. 🙌",53
259,"Great painting. On colonial history and gender stereotype!

#art #Canada #Ottawa #detail #genderstereotype #nunn #aboriginal #orgy #provocative #sexuality #religion",genderstereotype,|✨💖✨👍,35
260,"""Sebagai pria, saya tidak menyukai stereotip tentang bagaimana seorang pria tidak seharusnya menunjukkan emosinya, kecuali itu amarah atau cemburu. Terkadang saya merasa sedih. Saya seharusnya mampu mengekspresikan diri saya tanpa dihakimi."" #diaripsikologi #psikologisosial #perangender #gender #genderdifferences #genderstereotype #stereotip #psikologiindonesia #ilmupsikologi #psikologiedukasi #psikologi 
Source: Whisperapp",genderstereotype,|👍,19
261,Your gender is valid no matter what you wear or how you act. Don't let anyone tell you otherwise. Fuck gender roles/ gender stereotypes!! You are valid!! ~Tony,genderstereotype,|#lgbt#lgbtaccount#fuckyourgenderroles#genderstereotype#fuckyoyrstereotypes#transgender#nonbinary#|Who is this?,10
262,Courage Why Not #SukanWhyNot.  A campaign created by my 12 year old to challenge gender stereotypes; Join us; Post your Why Not; Invite/Tag 2 friends to do same; use #SukanWhyNot.  Thx for raising awareness it's the power of the pack.,genderstereotype,|@boylaxmom @ashton.jade.zamarron @danemomof2 @bagather @firenicepbt @jasminbrands @pbedapudi @style_byamy @brittanygaskill #challengepossibilities #genderstereotype #genderexpectation #powerofpack #powerofmakingchange #socialgood #globalcause #globalcitizens,18
263,Girl power💪🏻 #equality #armpithair #genderstereotype #sexist #girlpower #samesame #genderequality #womanpowerment #bemagical #beyou #dowharyouwant #fuckthem,genderstereotype,|Oh no 😂,13
264,Our very first post for the #SukanWhyNot campaign.  Thanks @klppna for raising awareness about gender stereotypes.  The power of the pack brings change.                             Join the movement by:                                                                   1) Snap your WHY NOT photo written on your hands;                                                                             2) Share on social media using #SukanWhyNot @sukanjewelry                                                              3) Tag 2 friends to join the movement by doing the same.,genderstereotype,|#powerofpack #womensupportwomen #womenhistorymonth #sukanempowertogether #genderstereotype #genderexpectation #girlsempowered #womenempowered #femaleempowerment|#globalcitizens #globalcause #socialgood #postandmakeadifference #raiseawareness,25
265,"#圖文不符 
經常認為 所謂正常與唔正常既定形，實在累死太多人。那些我們以為理所當然的，只是傳承了以往的固有信條。對抑或錯，又可否再定義。 #SocialInclusion
-
『「不一樣」沒有罪，沒有人需要跟其他人一樣。』#我就是我 #是顏色不一樣的煙火
-
「每個人身上都有特別的那一塊，陽剛或陰柔氣質不專屬於任何性別，我們有自己生活與愛的形狀，我們可以和別人都不一樣，我們不過都想為自己活得更自由。」
-
「從小到大，我們都在尋找大家的認同；這社會認同我嗎、老師認同­我嗎、我的朋友認同我嗎、我的家人認同我嗎？然後，我們被教育著什麼叫正常，什麼是對的。但是，很少被教育我們要有一顆包容心，學­會接納。先從接納自己開始，然後，接納所有的可能性，也許，發生在你身邊很特別的事情­，不代表你是很奇怪的，當你有對象可以傾訴的時候，那是你開始接納你自己的那一刻。」
-
Article from: 蔡依林演唱會重讀玫瑰少年：葉永鋕死去了，但世界還有更多葉永鋕 http://womany.net/read/article/9042?ref=fb #society #inclusion #stereotype #gender #genderstereotype #好女仔呀 #好唔正常 #封建#正常#我 #iamwhatiam #紙品 #文化
-
#這裡還有些地方待你發掘 
#望下海望下山",genderstereotype,|你講啲嘢好正，每次都袋到嘢落袋，愈嚟愈鍾意你，點算？👉👈|@kwankinzabeel 咁客氣 成大半段都係quote黎架咋😃,15
266,Going to tidy the studio for the duration of Woman's Hour. #genderstereotype #spotthecat,genderstereotype,"|I'm sewing to woman's hour!  nevermind I'll go do some drilling or something to heavy metal later 😏|@jo_waterhouse Ah, the ball! I feel like I'm in The Prisoner, the ball seems to follow me all over the house... ;) #pregnancyrandomness|A great time frame....though sometimes so blown away by what they are talking about I just have to sit and listen. Hope you get it all sorted.|Yeah, me too @imamypanda|Yeah - I haven't been sitting on mine enough, I'm looking forward to not being pregnant so I can have a proper roll around. The Prisoner - classic weirdness|Tell me about it @workmanjane - it's my absolute favourite, so consistently good (unlike other radio 4 stuff)|I set Woman's Hour timer too !|Your cat trap is working...curious kitty! 😺|Failsafe @annasflowerfarm|Curiosity already lost her some eyebrows on a candle @rebbermade|@rmatsuda1985 dream desk, dream lamp",77
267,"This art gallery in Washington, DC looks like a hologram but is actually a massive hand-woven net that moves and changes shape. The artist, Janet Echelman, wanted to depict the tsunami that hit Japan in 2011. Walking under this is like being under water! 
Photo taken by the talented @parisaspassport -- check out her gallery for more beautiful images from her travels!",genderstereotype,"|#muslimtravelers #renwickgallery #explore #exploreeverything #exploreDC #washingtondc #smithsonian #travelingmuslims #instatraveling #instatravel #hijabtraveler #muslimtraveller #muslimtraveler #muslimtravel #travelmuslim #travelinspiration #rainbowthread #gabrieldawe #genderstereotypes #genderstereotype #genderstereotyping #beautiful #amazing #rainbow #wanderlust #muslimbloggers #muslimblog #muslimblogger #muslimamerican #muslimamericans|Gorgeous colours!|Wow!!! Imagine being under that! Awesome!|@fatimahpatel|I love this Gallery! :)|Nice photo! 👍|@b_sharp @maymcc2 @crampinmystyle WE HAVE TO!|Thanks @muslimtravelers for the tag :)|@bassm1250 @drewfeithtye|@eveyyyb awesome, thanks for sharing!|Beauty and artistry knows no bounds. I wish I could see this in person!|😍😍|@shukria.omar|Beautiful photograph! This particular piece is by Janet Echelman though.|@jmauri us too!!|@sofblom oops!! Thank you ☺",547
268,Courtney McGinn  is Stepping it up by breaking a #GenderStereotype  #IWD2016  #StepItUp4Gender #PledgeForParity,genderstereotype,|love it :),6
269,@mylaporeiyeraathuponnu is Stepping it up by breaking a #GenderStereotype  #IWD2016  #StepItUp4Gender #PledgeForParity,genderstereotype,|@theredelephnt Thank you guys..😍😍,4
270,Happy International Women's day!!💃 #genderequality can start from home. #Sayno 🙅to #genderstereotype. 🌼#power #women #equality #diversity #playfair,genderstereotype,|Very impressive 💙 💛 💚 Would love to see more,16
271,#genderstereotype blij worden met het kopen van schroefjes.,genderstereotype,|mooi roze|Vraag je al gereedschap voor je verjaardag? Die fase heb ik...|Herkenbaar|hahahahaha Thijs zit inderdaad ook in de fase!|@gerhardpost jep|😊,6
272,I love how #individual and #againstthegrain my youngest son is....first he asked for not one but both ears pierced for his birthday (despite certain people telling him only girls have both)...now he's asked to grow his hair so he can have a #manbun despite ppl yet again making #genderstereotype comments! So #proud he's not afraid to be his own person #bodyautonomy #breakingthemolds #saynotogenderstereotypes #beyourself #winningatliving,genderstereotype,"|And great parenting too :)|Naw thanks @aislingmccartney though it's not really anything I've done, I just give them the space to think and learn for themselves and pick them up if they fall",12
273,#girl #boy #genderstereotype #friends #melbourne #nightout,genderstereotype,|Wonderful,47
274,"Spending some quality time #outdoor possibly for the last time in #2015. A #Selfie, amongst #dandelions. 
#sun #enjoylife #naturephotography #grass #brownskinbeauty #outdoors #raybanwayfarer #australia #summer #freedom #freshair #flowers #supermodel #androgynous #camping #roadtrip #topless #weed #high #flawless #genderstereotype #genderfluid #peopleofcolor #LOVES_MYSELFIE #artisticselfie #notyouraverageselfie",genderstereotype,|Which filter?|@avoreyewear black 😳 not sure abt the specifics,29
275,"A recent news article concerning an Afghan woman being stoned to death reminded me of Lalla Essaydi's work, where photography became a medium for women to have a voice and express their identity. ♡",genderstereotype,|#tbt #blasttothepast #pastpresentfuture #womenvoice #genderstereotype #socialinequality #mmba #montrealmuseum #beautyofsilence #learntoappreciate #islamiccalligraphy #LallaEssaydi #designinspirations #designphotography #instaartistic #instacreativity #instamemories #instamoment #instaphotography #arthistory #mtldesign,21
276,"Yayoi Kusama is a Japanese artist who was born in Matsumoto, Japan in 1929. The style of her work encompasses aspects of pop art and minimalism filtered through an avant-garde lens and deployed in service of her values regarding feminism and progressive politics.

Kusama began making art at the age of ten, painting polka dot motifs using watercolor, pastels, and oil. Around the year 1957 Kusama made her way to the United States where her artistic career flourished very rapidly. Kusama participated in the hippie and feminist movements of the 1960's, in which she spoke out against female stereotypes as well as the War in Vietnam. Accumulation #2, a photograph taken in 1966, is a self-portrait of Kusama covered in dots posing seductively. The image disrupts the gender stereotype of a ""sexy"" woman. Other works made during her time in the United States used various visual media including film, with which she produced many autobiographical works such ""Kusama's Self-Obliteration"". Upon returning to Japan in 1973 Kusama began focusing on more conservative types of media such as sculpture and literature. Kusama has been shown in solo exhibitions around many parts of the world including Japan, France, USA, England, and Italy and has also been featured in a number of film festivals. Today Kusama's work can be found in collections of the world’s leading museums such as the MoMA, Centre Pompidou, and National Museum of Modern Art in Tokyo. To learn more about Yayoi Kusama visit her page at www.yayoi-kusama.jp

Yayoi Kusama, Self-Obliteration by Dots, 1968

#yayoikusama #kusama #japaneseartist #feministart #selfobliteration #femaleartist #japanesefeminism #sheviewsherself #feministpower #modernart #contemporaryart #contemporary #bellhooks #moma #centrepompidou #radicalfeminism #feminism #tokyo #usa #genderequality #genderstereotype #warinvietnam #visualart #media #film #photography #painting #feministpolitics #selfportrait",genderstereotype,|I love her sooo much!|Cool!|@sheviewsherself Quite cool @starmapLa|❤♥❤♥❤,104
277,Been proving my whole goddam life that girls can compete on the same level as the boys! ✌🏽️✌🏽✌🏽 #boy #girl #genderstereotype #instagramhub #igers #igersleeds #instagood #instamood #instadaily #barber #barbering #barbergang #barbergirl #ladybarber #barberlife #barberlove #tomboy,genderstereotype,|Lovely!,18
278,"So true... My mommy was the main parent who dis this for us but looking at this picture and noticing they have chosen a male is quite interesting and delightful. Fathers are also care-givers and nurturing souls. Simple pic, but they have managed to challenge a gender stereotype all in one. Big up the all the daddies active in their children's life! 💖 #teaTime #family #genderstereotype #love",genderstereotype,|So on point!!|😁😁,53
279,Gender Stereotype 4 #streetartchennai #indiastreetart #indianstreetart #chennai #graffiti #guesswhostreetart #guesswhograffiti #graffitiindia #guesswho #guesswhoart #guesswho #streetartindia  #stencil #hipster #GenderStereotype #stellamariscollege,genderstereotype,|Nice!,149
280,"#Esso - WTF ?! 😳😁👊🏼
Velkommen til 2015 - Velkommen til SHEconomy. #kvinneristyre #kvinderibestyrelser #kjønnsroller #kjønnsdiskriminering #stereotypes #sterotype #likestilling #genderstereotypes #genderstereotype #kjønnsstereotypier #kjønnsstereotypisk",genderstereotype,|WTF! 😁😁|Esso kan tydeligvis ikke å markedsføre seg mot kvinner 😱 @miraka #gammeldags|OMG! Esso trenger tydeligvis nytenkende koster #girlpower💪🏻|Far leser avisen  og mor lager middag...,17
281,FOR REAL!!! #letkidsbekids,genderstereotype,|#stereotypes #gender #genderstereotype #stereotyping #kidstoys #genderneutral #sexism #stopstereotyping #pinkisforboystoo #blueisforgirlstoo #genderstereotyping #genderperspective #perspectivadegenero #rosaparaniños #azulparaniñas #sexismo #esteriotipos #esteriotipospendejos,5
282,#Den building with Ronnie and Molly. Ronnie was collecting #bracken to help fill the holes and Molly was picking #flowers to put inside to make it all pretty. #genderstereotype #camps,genderstereotype,|Oh my GAWD!! I love this pic. They are soooo adorable! ❤️❤️❤️|@sararothwell we were saying we need a West Side Massive reunion! Xxx,64
283,"Not sure if this children's menu is supposed to be funny. But it's not.

#childrensmenu #childrensfood #menu #restaurant #pub #coventry #everydaysexism #ridiculous #genderstereotypes #genderstereotype #pink #blue #genderbinary #boys #girls",genderstereotype,"|That menu would cause a revolt with my daughter, all her favourite characters are on the boys menu.|@emmymoonshine I know the food itself is the same but it just seems so sad that companies feel such gendering is a good marketing tactic.",3
284,"I decided to put this in writing after this guy made a comment about my hoodie and jeans...""guys wear hoodies, not you""...dude, you have no idea. #annoyed #hoodie #jeans #Iamalady #gettostepping #IknowwhoIam #lady #notphased #proudofwhoIam #donthate #appreciate #bounceguy #sorrynotsorry #comfy #lovemyself #stereotype #genderstereotype #fail #chilled #relaxed #justme",genderstereotype,"|Well said 👏🏾|@deettho such mentalities just annoy me. Had to put my feelings out there|Damn straight! Get to stepping yo👉🏽|Lol @senoniilonga 😂 bounce bru|#superproud of u. I see that the conv we had 8yrs ago r still in ur head. Miss u Ms Elm green eyes 😅|My angolan boy!! @kingleo_o_magnata hahaha, yeah, of course!! Green eyed girl misses you too 😔",8
285,"Have you seen the YouTube clip, 'Always #LikeAGirl'? It talks about the damaging affects comments like 'you run like a girl' can have on women. Well today on @success_undressed I flipped the table and talked about the damage we're doing to our boys. Success Undressed blokes, this ones for you 👆{link in bio}",genderstereotype,|#opinion #blog #blogger #adelaideblogger #melbourneblogger #genderstereotype #LikeAGirl #LikeAMan|nice|cool shot|#radelaide ✨,33
286,Because I made a #glutenfree dinner before Josh got home from work. #winning #manifeellikeawoman #genderstereotype #sorrynotsorry 💪👩🍴,genderstereotype,|Yummmm I think I just drooled lol,31
287,"Asked for one #stereotype but got two instead. Though I don't know if she fully understood the #lesson, particularly the #genderstereotype section",genderstereotype,"|Her handwriting is so much nicer than yours.|@amandaturan it is, she is one of the few",1
288,"I LOVE TAYLOR SWIFT, SHE DATES WHO SHE WANTS, SINGS WHAT SHE WANTS, IS WHO SHE WANTS AND TRIES TO CRUSH THE GENDER STEREOTYPES THAT COME WITH THESE THINGS #taylorswift #feminism #feminist #genderstereotypes",genderstereotype,"|@nineteeninetynine I get where you're coming from but I like her music and think that she can sing what she wants to, her songs aren't hurting people or hateful so she's good 👍🏻|@nineteeninetynine yeah there has been a lot of boy drama 😂|Hypocrite.|@female.mra why?|@female.feminist did you not hear that song about how all men are evil?|@female.mra what were the exact lyrics that show she thinks all men are evil?",28
289,The Crux Collective could not be more proud of @keagananfuso @drewlbrown for being selected for the @beonespark juried prize! Please vote #thegreyarea creator #22441 🎥📼🎬 #onespark #beonespark #weareonespark #igersjax #allforduval #duval #equality #genderequality #genderstereotype #cruxcrew #crux904 #connectandcreate #film #documentary #filmproduction #jacksonville #vote #welovejax,genderstereotype,|good photo! this is a feature film? good luck! ☺|👍,85
290,"Dinner companion.

#pulledbeefbrisket #TheRoyalsSG #TheRoyalsCafe #nomnomnom",genderstereotype,|Did I see Raphael's brother!|Haha. Yea lor. Astri's toys. Haha #genderstereotype,21
291,#marketingproject#genderstereotype#originalJoe's#Saskatoon,genderstereotype,|>_________<|I like,19
292,"Man, doing manly things. Way to be a #genderstereotype. #liftingshit #burningshit #gettingshitdone",genderstereotype,|Careful. 😀,21
293,#genderstereotype,genderstereotype,|Ba hahahajaj|Excellent 😄 and sooooo true i think...,32
294,"This morning I have been to the #v&a to see the #disobedientobjects exhibition. Here's a photo of a video by the BLO made in 1993. The Barbie Liberation Organisation switched the voice boxes of 500 talking barbies and GI joes before returning them, boxed, to the stores for other people to buy. They were highlighting gender stereotyping in children's toys, an issue I feel strongly about. #barbie #blo #barbieliberationorganisation #exhibition #protest #toys #genderstereotype #inequality",genderstereotype,"|I'm going to this this week!|@hannahprizeman you're gonna fucking love it!|I went to this in December, absolutely loved it.",38
295,I find this highly offensive! #genderstereotype,genderstereotype,|😳😔|Wow.|Booooooo.|Who says that a girl couldn't wear the green and a boy wear the pink?,7
296,My #dad the #christmasshopping #male #chauvinist #pig wants me to do all of his shopping #genderstereotype #christmas #shopping #cheeky #monkey,genderstereotype,|😂|Exactly @duda_donya,2
297,"""Need some guidance on this gender stereotype gig, is this right?"" #wordsofmrnomad #cantstoplaughing #genderstereotype #whateverworks",genderstereotype,|Nailed it. Lol,13
298,"I know I am way past my post limit for the day, but this REALLY made me MAD today. I went to Hallmark to look for ornaments and ended up absolutely disgusted by this gender stereotyped kids section where clearly ONLY BOYS like Superheroes and GIRLS can ONLY like Disney Princesses and things slathered in pink. Guess what, it's almost 2015 and this should have gone out way back in the 80's! MUPPET NEWS FLASH: GIRLS LIKE SUPERHEROES TOO! And not just the female characters, they like the male characters too! Girls do actually like Batman and Robin! They like The Flash, Green Arrow, Spider-Man, Iron Man, Captain America, Rocket and Groot, Loki, and Thor (both genders). But your horrific pretty pretty pink Princess section doesn't even include any female superheroes! Where are Wonder Woman, Supergirl, Black Widow, Gamora, Storm, Rogue, She-Hulk, Spiderwoman, and Batgirl with her marketable to young girls new outfit? Where are any of them?! Nope, just Disney Princesses. How about male Disney characters on girl's cards?? Where are Mike and Sully? Where are Pooh, Tigger, and Piglet? And I'm guessing girls definitely aren't allowed to like Ninja Turtles or TransFormers either, huh? And what if, God forbid, a boy likes a female superhero? Or any female character from a cartoon or action movie? I mean seriously?! What is it going to take for you people to get it?! There is NO REASON a parent shouldn't be able to find their daughter a Guardians of the Galaxy card for her birthday or a Frozen card with a character other than Olaf for their son! Get with the times already because this is just sad.
#Hallmark #GenderStereotype #WhenDoesItEnd #GirlsLikeBoyToys #BoysLikeGirlToys #GirlsLikeSuperheroes #StopGenderStereotyping #GirlsLikeBlue #GirlsLikeColorsOtherThanPink @hallmarkcards",genderstereotype,"|Ha, nice points, but what is a post limit?|My niece is 12 and I regularly get her batman Cards and legos. It's tiring work but it's worth it.|@80percent|My daughter is 8, loves Batman and had a Batman bday this year. She also likes watching Disney princess movies from time to time. #girlslikesuperheroestoo #righton #preach|I agree, my daughters only 3 Goin on 4 but she swears she's a superhero not a princess|a self placed limit on how many pictures that someone decodes to post in a day @barefootandindependent|@barefootandindependent I try not to overdo it with posts, just a personal choice so I don't bog down my follower's feeds. I feel like if I've done 6 in a day, that's plenty. I generally shoot for 4 when I'm not involved in photo challenges.|@bl32k @deez_straps @mgarcia5159 I am a product of the 70s, grew up in the 80s and it was near impossible for my friends and family to find me birthday cards for all the ""boy"" stuff I liked; Batman, Superman, Star Wars, TransFormers, GI Joe, etc. It was just Strawberry Shortcake, Barbie, and maaaaybe Smurfs and Muppets (if they got lucky finding the latter two for girls or non-gender specific). They would literally just scratch out the word ""boy"" in the card. It's sad that 30+ years later things haven't changed at all.|The best way I've seen childhood gender equality broken down is the flow chart of ""Do you operate the toy with your genitals?"" ""Yes --> it is not suitable for children"" ""no --> it is suitable for both girls and boys"" I always wish I had a poster of that to refer to when a parent won't buy a Batman item for their girl or a MLP item for their boy. Parents of the world, letting a kid play with a harmless toy isn't going to ""mess them up."" Acting like a biggot around them might actually though.|@mad_love_hj lol, that's perfect. I recently saw a comic strip going around about Lego's new ""girl"" line of toys. In it, they're asking a woman about the new line and she says all they had to do to make Lego ""more"" appealing to girls (because it already is really) inatead of making everything pink was to add one extra piece in each set, and then she shows them the Lego ponytail/girl hair. I hope Lego sees that strip and feels stupid.|Seriously! It doesn't need to be pink to appeal to girls! To further the appeal to girls just make sure they're represented! Just that small adjustment or addition could make a huge difference for consumers and it will barely cost them a thing compared to special sets ""for girls.""|@mad_love_hj you would think with the huge craze of Monster High dolls, toy companies would at least figure out that not everything has to be pink and girly...but no. I mean, they're still dolls, but it's a step in the right direction anyway.|Agreed. Girls can like creepy things too! Every so often a company or two actually gets it and I love it when they do but sadly I'm sure it'll take a little longer. There's such a huge push for gender equality right now but if people continue to buy things like Barbie it'll continue to delay the process. The companies need to start really hurting financially to get a clue and it may even take a generation or two to get past the thinking of current CEOs and executives. As long as people continue to call companies on their bullshit, maybe they'll get the picture eventually. But given how much bullshit some of them continue to churn out (I'm looking at you DC comics) it's obvious it could take a while longer. Gender equality, in all senses, is definitely something worth fighting for even if it'll will take a while to get the point across to some of those thick-headed companies.|@mad_love_hj yeah, DC definitely hasn't figured it out...*cough*Batgirl*cough*|Exactly... Every so often I get the tiniest bit of hope they'll figure it out then NOPE. They make it worse.|speaking as a second waver, let me tell you the eighties were a rude shock after we thought we'd made progress. but there were only token female muppets (cuz the all- male puppeteers couldn't imagine otherwise) and thomas the tank engine pulled female coaches could not move on their own & the relentless pink & disney princesses &&&. so i gotta tell you, the fact that your generation is infuriated by it is one of the most hopeful signs mine has seen in a long time.|@ellenbulger I was born in the 70's, this is not my generation. And I'm mad because I never got the cool ""boy toys"" just the ""pink crap"" and that it is now 2015 and if I felt like having kids, at least where birthday cards are concerned, they'd be dealing with the same garbage.|robot. i wanted a toy robot. even the santa at the shopping center said ""wouldn't you rather have a doll?"". i never did get a toy robot, no matter how much i begged. 😠",49
299,🎶 All I want for Christmas is..... a dish drainer??? #shittytoys #genderstereotype,genderstereotype,|... Wat,1
300,Oh shit. Why do I want this so much? #genderstereotype,genderstereotype,|:) @shuyi.l,6
301,Kinder surprise...For boys~ #genderstereotype #ccs #onlyforboys #girlsnotallowed,genderstereotype,|#kindersurprise #kinder #kinderbueno,8
302,Gender stereotype post-it colours!  #genderstereotype #post-it #dosomework #sharpie #work #friday #pink #blue #stationary,genderstereotype,|@unch !!!,20
303,"Don't take this personally but I don't need a man. Whether it's fixing or installing something around the house or making money and paying bills; I got it. If you see me with one, know that he's there cause I want him.  #AnythingHeCanDoiCanDoBetter #ElbowGrease #ManOfTheHouse lol #Feminist Phuck yo #GenderStereotype #GirlPower",genderstereotype,|Youre such a babe♥|Just pree seh a you enuh gyal! :D <3 Muah!|Don't choke up on the hammer so much :P|Admirable,68
