SeqNo,text,hashtags,comments,likes
127,"THE WAGE GAP IS AS MYTHICAL  AS THE UNICORN 🦄 .
.MEN MAKE 100 DOLLARS FOR EVERY 70 CENT WOMEN MAKE SIMPLY BECAUSE MEN WORK FOR LONGER PERIODS. .
.#masculinism #metoo #artofmanliness #AbortionIsMurder #fathersrights #wagegap #youcantkeepagoodmandown #workplaceharassment #woke #mgtow #alphafemale #alphamale #hilarious",workplaceharassment,|pshh i’m 19 and i work an average of 46-50 hours a week 🤣|This post doesn’t translate well. Explain the graph and maybe rewrite the caption.|Feminists don’t get it|I get 700+ hours over time a year. It would be less if there weren't woman in the workplace.|You’ve done it again. More indisputable proof|I’m 16 and work 39 hours a week(would work more but laws ya know)😢.,104
128,Freeze ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|🤣🤣🤣|😂,40
129,Happy Sunday ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|Yes👏👏|I need this 🙌🏻 I had a bad week at work so far 😫💆🏼‍♀️,27
130,"The new Vesta website redesign.  4 UX Designers & 1 UI Designer team
.
.
.
#websiteredesign #uxuidesign #workplaceharassment #seesaysomething #mckenziekingdesigns #ux_trends",workplaceharassment,|🙌🏼💙,6
131,"Standing strong to support yourself in an abusive relationship has its cost. If he learns he can’t control you through manipulation, he will try to control the way others see you. That means ruining your reputation, slandering you to cast all doubt upon you should you attempt to speak up to anyone about his destructive behavior. It’s called a SMEAR CAMPAIGN and intended to disconnect you from your support network before you have a chance to take action.",workplaceharassment,|#silenceisnotspiritual #survivortothriver #womensadvocate #narcissistabuse #abuseawareness #supportsurvivors #traumainformed #workplaceharassment #victornotvictim #hopeforjustice #womenagainstabuse #encouragingwomen #abusiverelationships #traumarecovery #differencemaker #sheislight #yourenotalone #lampandlight #ministrylife #gritandgrace #believesurvivors #faithoverfear #gritandvirtue  #womenhelpingwomen #abuserecovery #abusesurvivor #abusesurvivors #toxicpeople #toxicrelationship #toxicrelationships|Any thoughts on how to survive a smear campaign like this? What should people do?,38
132,"I was 19.
She was 25. (Let's call her R).
Her boyfriend Pallav was 24.
We met in 2008 (all of us), for a content writing project for #KuoniDestinationManagement.
I was pretty much the teenager, the happy-go-lucky types, got along with almost everyone.
R was the serious types, smiled often but laughed consciously.
And He... the villain of this #MeTooStory, #PallavGogoi was our senior, Assistant manager in the process and our mentor too. He taught us how to work with the tools, how to write the content etc.
All the team members worked under his guidance.
We all had formed a good Bond with each other.
And Pallav was the most friendly one!
R had a crush on him. I too had a bit of a thing for him. You know.. just a teenager thing because he was friendly. And I think he sensed it. R and I had become instant friends. We used to sit together & talk a lot. Pallav used to frequent our bay pretty often to see if we had any problem working.
Many a times he would lean towards me while standing and I would feel awkward. I used to offer him my seat if he wanted to sit. It happened a lot. I guess he was more into R because just after few weeks she told me that they are dating.
I wasn't supposed to tell anyone. It was our secret. Pallav used to joke about it how casually I acted around them as if I don't know anything. But sometimes I saw a look in his eyes that made me uncomfortable. But he was my friend's boyfriend who wouldn't stop praising him. He made her Happy. And I didn't know how to react. I was just 19. No one had ever told me anything about #WorkPlaceHarassment. I took it lightly. One day, when R didn't come to office and I didn't finish my work on time, I stayed back a little longer when everyone else left except Pallav & another workmate, who worked in a cubicle. I have had alone moments with Pallav before but never in the absence of other workmates. I didn't care because I was too engrossed in my work. Pallav came to my bay and we started chatting. I don't remember what were we talking about. I had a friendly equation with him. He sat on the chair beside me and we continued chatting. And there comes his hand... On my thigh... (Rest in comments)",workplaceharassment,"|And there comes his hand... On my thigh... And he kept it there for a little while before removing it. I didn't know if it was a normal thing amongst friends (if we were friends) or if it was a gesture that I should worry about because he was my senior, so I acted casually, that day and everyday afterwards! I Never told my friend about it. I didn't want to do anything to make her upset or to think of me as someone who's hitting on her boyfriend as she had made a sarcastic comment once on how come I knew (he himself told me) that he has a bike but she (the girlfriend) doesn't? So I didn't share this incident with her or with anyone. I thought maybe it was an adult thing to touch others while talking and reacting won't look cool.Though that gesture was never repeated but such memories stay with you for a really long time. I accepted a touch that was completely uncalled for!
You could say this is not harassment but it was! And it took me years to understand that. I have worked in 8 organizations I think, out of which 4 had people who did make gestures I didn't understand easily if they were sexual or not. Coming too close was Normal for them. Touching your hands again and again while talking was ok for them. Compliments were showered as if I was an ""👼Angel""! And for someone, watching porn in front of me was no big deal (left that office after 2 weeks as I knew how lewd it was).
Now don't start comparing other's #MeToo stories with mine. I can imagine their pain. I know they have suffered a lot more than me. But it doesn't mean that I wasn't affected a bit. I have had panic attacks in my offices while working. I used to hide in the washroom to avoid people. I did complain once about a senior to a fellow mate and she suggested to take it to a higher level but that senior was considered a ""saint"" like person by others. I was afraid. I didn't understand if I was uncomfortable because of my own trust issues or my gut feeling was right. I didn't involve anyone in this and tried to change my perspective towards him yet I never felt ok around him. I always maintained distance. I still haven't figured out if I felt that way because of|. I still haven't figured out if I felt that way because of my issues as I do have trouble trusting people in corporate culture or elsewhere.
I wish I had been taught what harassment is, no matter how ""small"" it looks, just so I could take a stand for myself as early as I can detect it! 
No one taught me, Life did!
Life has given me experiences at the expense of my sanity!
I hope we (the society) learn to support other Women who came out and shared their stories to teach our future generations what shouldn't be accepted at all even if it looks ""harmless""!
Can we make it normal, talking about harassment openly?|PS: R broke up with Pallav a year later because he had been cheating on her with another girlfriend. In case you wanted to take his side, I thought I should tell people that he really wasn't a nice guy (though I don't owe any explanation to anyone!)|💯no explanation required....kudos to u girl for coming out and sharing it",9
133,We loved celebrating our beautiful friends getting engaged! Can’t wait for the wedding! ☺️🥰,workplaceharassment,"|.
.
.
.
.
.
.
#employmentlaw #losangeles #orangecounty #lawyer #wrongfulterminationlawyer #eeoc #workplacediscrimination #employmentattorney #instalaw #instalawyer #abogado #attorneyatlaw #odellaw #lawyersofinstagram #retaliation #workplaceharassment #employeerights #wrongfultermination #feha #wedding #celebration #engagement #tablescapes #cake",14
134,😂😂 Is this you?,workplaceharassment,"|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|@amarie_cocob 😅|This was me and then I found a new job 🤣🤣|Nope!! I automatically say...""I ain't got time for this!!!"" and grab my keys!!🤣🤣🤣 I literally walk around my office with keys in my hand ALL DAY!!!🤣🤣🤣|And Glassdoor and LinkedIn 🤓|🤣🤣🤣🤣🤣Yep|Immediately|Yep!|And linkedin, glassdoor, and call my friend that says "" i can get you in,"" but never does......|For years I feel stuck, frustrated and depressed. Then I discovered a way out and now sharing it with others who are in a similar situation.|( Craigslist)😉👌|I feel attacked! 😂😂😂|@brandylatoyamichele me too",68
135,Just because someone signs your paycheck or connects you with a key work project doesn’t give him inappropriate entitlement to you. Just because you accepted a date for dinner and a show doesn’t require anything beyond your boundaries. No one is entitled to you (period).,workplaceharassment,"|.
.
.
.
.
#silenceisnotspiritual #sheisbold #survivortothriver #womensadvocate #abuseawareness #supportsurvivors #traumainformed #workplaceharassment #victornotvictim #hopeforjustice #churchtoo #womenagainstabuse #encouragingwomen #abusiverelationships #girlup #traumarecovery #differencemaker #sheislight #yourenotalone #lampandlight #gritandgrace #believesurvivors #christianwomen #faithoverfear #gritandvirtue #womenunite #womenoffaith #propelwomen #womenhelpingwomen #empowerwomen|Facts! 🙌🏾",42
136,😩,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|😂|Lol @tania.vanderlinden1|Yes indeed!!|Lol!,50
137,,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,11
138,"It's time to put an end to workplace bullying and harassment!

I am here to change the culture of your organisation to one that is smart, inclusive and respectful. I help the smallest to largest organisations on a daily basis to achieve the best outcomes.

The culture you create in your workplace has a ripple effect. It's time to get ahead of the game and ensure it's a smart one!",workplaceharassment,|#melbournebusiness #sydneybusiness #perthbusiness #brisbanebusiness #bullying #bullyingawareness #workplacebullying #workplaceharassment #keynote #keynotes #keynotespeaker #keynotespeakers #guestspeaker #guestspeakers #speakerscircle #professionalspeaker #businessevent #businessevents #corporateevent #corporatevents #sydneyevents #melbourneevents #perthevents #brisbaneevents #publicspeaker #publicspeakers #metoo #endbullying #bullyinghurts #eventspeaker|❤️|❤️,3
139,Happy Hump Day ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|Still 👏🏽 move 👏🏽 forward 👏🏽,31
140,Just another day in the life of being a woman...sue him and secure the bag Sarah!!!!,workplaceharassment,|#workplaceharassment #sexualharassment #stopsexualharassment #streetharassment #catcalling #catcallingisnotacompliment #catcall #endmisogyny #malegaze #metoo #thecatcallcollective|Why isn’t all this over already 🤡|Sue. His. Ass. 💰|Get that coin sis and rat him out|Is it really hard to be professional and knowing your boundaries in the workplace?|Imagine if females say this typa shit ; 'damn bob is hot hope his ballsack hangs out of his pantaloons that got me hot and bothered'|Sexual 👏 harassment 👏 Law 👏suit👏 pay 👏 my👏 student👏 loans 👏 bitch👏 @tmariestegner|Good lord 😳|SUE. HIS. ASS. Burn it to the ground.|😠😠😠😠😠 just horrible|Secure 👏 that 👏 bag 👏|Wow.|I hope he got fired|get your money and ruin his gross ass|Yayyyy 😒 *sarcasm*|What job do you have where you would ever have your tits out?|I followed this she worked in a law firm as a secretary with all male LAWYERS how sick|Screenshot.  Call the attorney. You’ve got a case. And never go back.|& he probably pretended it was ‘meant to go to somebody else’|Call the attorney...like yesterday.  What a low life pig.|Anddddd lawsuit!,777
141,,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,23
142,,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|👏🏼👏🏼|😂🙌💯 yesssss|🙌,89
143,Dooooo it! 😈 #odelllaw,workplaceharassment,"|😎🙌🙌|.
.
.
.
.
.
.
#employmentlaw #losangeles #orangecounty #lawyer #wrongfulterminationlawyer #eeoc #workplacediscrimination #employmentattorney #instalaw #instalawyer #abogado #attorneyatlaw #odellaw #lawyersofinstagram #retaliation #workplaceharassment #employeerights #wrongfultermination #feha|Disclaimer: This post is a legal advertisement, and any comments provided does not create an attorney-client relationship.",17
144,An abuser will often place the blame upon their targets. This is an attempt to create questions of self doubt in the mind of the target to keep them quiet. It’s called blame shifting. Recognize it for what it is whether you’re an observer or a target.,workplaceharassment,"|.
.
.
.
.
#silenceisnotspiritual #sheisbold #survivortothriver #womensadvocate #narcissistabuse #abuseawareness #supportsurvivors #traumainformed #workplaceharassment #victornotvictim #hopeforjustice #churchtoo #womenagainstabuse #encouragingwomen #abusiverelationships #traumarecovery #christfollowers #differencemaker #christfollower #sheislight #yourenotalone #lampandlight #christiancommunity #ministrylife #gritandgrace #believesurvivors #christianwomen #faithoverfear #gritandvirtue #womenhelpingwomen|Doesn't work on a educated empath! Set ups don't work and defamation 😠|Amen 🙌🙌🙌",61
145,"✊💅
Follow @ukfeminism for more✨
•
•
#feminist #feminism #smashthepatriarchy #equality #equalityforall #patriarchy #empoweringwomen #intersectionalfeminism #employability #workplaceharassment",workplaceharassment,"|Literally like ""A tattoo on that sexy, delicious, body that I would love to bend over a desk? That's so inappropriate for a work environment!"" 😒|🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡|Factsssss!|Tolerating? More like contributing|I don't see how a tattoo affects someone's work|*to the tune of the spongebob drivers license jingle* I’m gonna get my first tattoo! And it’s only gonna take one more year- one more year! One more super duper year! One more super spectacular, extra imagical, extra fantastical YEAR! 🎶🎶|*to the tune of the spongebob drivers license jingle* I’m gonna get my first tattoo! And it’s only gonna take one more year- one more year! One more super duper year! One more super spectacular, extra imagical, extra fantastical YEAR! 🎶🎶|I think you're unprofessional if you think tattoos are unprofessional|But they don’t tho do they|Do you love yourself? Follow our new page and start to love yourself even more 🧸|🤣😂|I will never unerstand why a tattoo is unprofessional|When the tea is hot lava 🔥🔥🔥|polls on story if your bored :) btw i’m a new memes/relatable page so it would mean a lot to show some support|RIGHT!!! 😡😡😡|@abigail_wharton|@ditchponymemes deserves caption credit|This level of trash masculinity is a cancer that will destroy humanity|Don’t sit back and watch bitcoin trend while others are using the same privilege to make money .never be ignorant about it ,send a dm to @george_nicoo today to know how to earn $1000 weekly through forex trading|Tattoos are literally high fuckin art!|As the owner of my own company I personally do not hire anyone with certain types of exposed and visible tattoos. I also do not tolerate any degree of sexual harassment in the workplace.|i have finer tattoos and i’m praying my next boss isn’t a grumpy boomer 💀😬",4935
146,,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,59
147,"We got the Bling 💎
✨www.phoneseauxfly.com✨",workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,5
148,Balance ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination,57
149,Can you remember who you were before the world told you who they expected you to be? Be yourself.,workplaceharassment,"|.
.
.
.
.
#survivortothriver #womensadvocate #narcissistabuse #abuseawareness #supportsurvivors #traumainformed #workplaceharassment #victornotvictim #hopeforjustice #womenagainstabuse #encouragingwomen #abusiverelationships #leadhership #girlup #transformdontconform #christfollowers #differencemaker #beautyfromashes #christfollower #sheislight #yourenotalone #lampandlight #christiancommunity #ministrylife #gritandgrace #christianwomen #faithoverfear #gritandvirtue #womenunite #womenhelpingwomen|💛💛|👏👍|Wow ❤️",23
150,"#funfactfriday excerpt taken from indiewire.com How awesome is @emmawatson? 
29-year-old English actress Emma Watson has established a free legal advice hotline for women in England and Wales experiencing workplace sexual harassment. According to the Time’s Up activist, this is the only helpline of its kind in the United Kingdom. The line was launched by donations from the public, and is currently backed by Time’s Up U.K.’s justice and equality fund, and managed by Rosa, which is the U.K. Fund for Women and Girls. The charity Rights of Women will provide advice for callers. “Understanding what your rights are, how you can assert them and the choices you have if you’ve experienced harassment is such a vital part of creating safe workplaces for everyone, and this advice line is such a huge development in ensuring that all women are supported, wherever we work,” said Watson. “This advice line’s purpose is to empower women to exercise their legal rights in the workplace,” said Rights of Women’s senior legal officer, Deeba Syed. “By advising women about their legal options and increasing their understanding of equalities and discrimination law, we will be able to help them make informed choices about next steps, including how to navigate the legal system with confidence.” #friday #friyay #feministfriday #fridayfeminism #feminist #feminism #womenempowerment #empoweringwomen #learnyourrights #femalerights #femaleempowerment #womensrights #workplacewellness #workplacesafety #workplaceculture #workculturematters #timesup #womansreality #nomore #metoo #sexism #workplaceharassment #fem2 #womenempowermentquotes #womenempoweringwomen #empoweringwomen #empoweredwomen",workplaceharassment,|I love her💕|🙌🏼❤️💪🏼|✊,32
151,Happy Friday ✨,workplaceharassment,|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|😂😂😂 there's a difference 😏😌🙄😔|Lol|🤣🤣🤣🤣,60
152,"Sexual harassment is pervasive in the workplace and must be addressed by employers. Here are 3 Steps Companies Can Take To Prevent Sexual Harassment, according to @Forbes - Tone at the top
- Build it into every manager's performance expectations
- Have a universally known, 100% safe reporting mechanism

To know more, visit their website!

#CohenFitch",workplaceharassment,|#consent #consentismandatory #youarenotalone #sexualassault #harassment #wewereallrootingforyou #feminist #feministart #art #feminism #drawing #wewontgoback #prochoice #politicalart #politics #reproductivejustice #istandwithpp #equality #equalpayday #economicjustice #girlboss #womanempowerment #timesup #workplaceharassment,8
153,"... Thursday funnies 🙃
#WorkWorkWorkWorkWorkWorkWork #Harassment #WorkplaceHarassment #Bullying #Racism #Sexism #AllOfTheAbove #TheyreLucky #ImProfessional #LOL #CantBeSmart #NO #CantBeGoodAtYourJob #ITried",workplaceharassment,"|😂😂😂😂😂|😂😂😂🙌🏾|Huh? 😬|Insane|🤣🤣🤣|😂😂|Okay!! 😂|🙌👌|This scared me. 😂|i work in HR, and this was the funniest thing i've seen today.|😂|You did it 😳😳😳😳😳😳❤️?|😂😂😂|😂😂😂😂😂😂|🤣😂🤣.....I've done this ON location at the job lol",49
154,"Because “ sometimes you need to keep the peace and collect the CHECK” 😉

#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination",workplaceharassment,|Peace is definitely better|So true,64
155,"Stories like this are way too common, not just in education 😣

#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination",workplaceharassment,|I have witnessed this first hand @workplaceptsd 😔,36
156,"Repost by @jiveshbansal_ ———
Have seen so many people struggling with making and managing friends and relationships. People feel that everyone should talk to them and that too politely and humbly but we must remember that there are few people from whom we expect love and respect but we won't get them from them.

Remember, not everyone at your workplace is your friend. You will have to face few people with different ideology . So, do your work and live with people who bring the magic out of you .

This post is in support of workplace equality and promoting better work places👌👌 So grateful to experience this in my life too.
.
.
 #workplace  #workplacebullying #workplacehumor #workplace3_0 #workplacehealth #workplacefun #workplaceaccident #workplacemonday #workplacegoals #workplaceyoga #workplacetrends #workplacestress #workplaceviolence #workplaceharassment #workplaceinteriors #workplaceabuse #workplacestrategy #workplacelearning #workplaceequality #workplacediversity #workplaceofthefuture #workplacemotivation #rootkaloot #digitalworkplace #workplacepro #workplacebanter #workplacediscrimination #healthyworkplace #workplacesolutions #bhaidekhlega",workplaceharassment,|facts!|@librarianshamika  trust your timings👌👌👌,17
157,Keep trying ❤️,workplaceharassment,"|#job #bookstagram #book #bookshelf #bookclub #professionalwomen #professionals #business #businesswoman #businessbabe #businesswomen #boss  #bossbabe #workplacebullying #workplace #workplacewellness #workplacediscrimination #workplaceharassment #womenempowerment #womensupportingwomen #blackgirlmagic #blackgirlsrock #essence #career #careeradvice #careerwoman #motivation #bullyingawareness #discrimination|Yep!|This is so true! 👏|Been there , done that ! Don't let it define you and keep your head up :-)|You just hope it gets better.",63
158,"Lotus, es la única herramienta aplicable a todos los entornos donde se requiera un canal de comunicación directo para la rápida solución de problemas mediante la denuncia.

#lotusup #denuncia #comunicacion #acosolaboral #acosoescolar #bullying #mobbing #expresate #stopbullying #complaint #communication #workplaceharassment",workplaceharassment,|Check out the @NotMe.App a tool to report workplace harassment and discrimination within any work sector,6
159,"DREADFUL 😡☠️😡☠️😡
-
#encounterswithmen #nomeansno #consent #noconsent #fightthepatriarchy #smashthepatriarchy #feminist #feminism #stopassault #endharassment #stopharassment #stopsexualviolence #stopsexualassault #metoo #mhblogger #safeguarding #workplaceharassment #mybodymyrules #thefutureisequal",workplaceharassment,|😠,145
160,Check out our website to get more information👉🏻👉🏻 www.odelllaw.com/news-home 👈🏻👈🏻,workplaceharassment,"|.
.
.
.
.
.
.
#employmentlaw #losangeles #orangecounty #lawyer #wrongfulterminationlawyer #eeoc #workplacediscrimination #employmentattorney #instalaw #instalawyer #abogado #attorneyatlaw #odellaw #lawyersofinstagram #retaliation #workplaceharassment #employeerights #wrongfultermination #feha|Disclaimer: This post is a legal advertisement, and any comments provided does not create an attorney-client relationship.",15
161,"Used bookstore haul 🤓📚 📓🖇 I am genuinely excited by these (mostly 99 cent) finds, especially the early 80s guides.  Bad days be damned, I do think I’m in the right job. #nerd #sexualharassment #harassmentprevention #sexism #mansplaining #womenatwork #workplaceharassment #endworkplaceharassment #catharinemackinnon #sexequality #books",workplaceharassment,|Yes|👏🏻👏🏻👏🏻|👏🏾👏🏾👏🏾❤️|👏🏿👏🏿👏🏿 How many will you get through in 2 weeks?|I love classic feminist texts. Keep fighting the good fight ✊🏽,39
162,"Harassment free workplace a democratic right. Every corporate puts a proud presentation on the first day of joining stating that they won't tolerate any kind of sexual harassment and it should and reported immediately without any fear. What happened to Revathi in her organization is highly condemnable. If this was not investigated in a proper manner then what is the use of HR, ethics, sexual harassment committee. All workplaces must ensure safety of their employees. TCS is manager driven company but as a top rated IT company what happened in @TCS is unacceptable. Cabins should have glass doors so that others can see what is happening inside. Managers should be informed to keep the cabin doors open when they are with female employees inside. It's very tough for women, to prove that molestation really happened. Hats off to the lady who decided to take the things further. Don't want to accuse anyone immediately. @RNTata2000 has always stood for values. The main cluprit who humiliated the woman associate in the name of appraisal must be punished, the verdict should be a lesson for the other saddist in office. Girls, speak out & stand up for yourselves! Be it a group of guys calling names or your boss at work. It’s that moron who has to feel ashamed not you. Hope justice will be served in this case without partiality. Let's Fight against corporate molestation. #JusticeforTCSemployee
Link: https://www.thenewsminute.com/article/techie-goes-court-alleging-tcs-sexual-harassment-committee-botched-probe-107313?amp&__twitter_impression=true #tataconsultancyservices #tataconsultancy #tcs #ratantata #ratantataquote #tataconsultancyservıces #womensafety #womenempoweringwomen #womenempowerment #safetytips #womenhelpingwomen #womenleaders #ratantataquotes #sexualviolence #sexualharassment #instagay #sexualassault #workplacebullying #workplacesafety #safeworkplace #harassment #stopstreetharassment #workplaceharassment #itcompany #fortune500 #bestworkplace #womanrights #femaleemployees #sexualabuse",workplaceharassment,|We fight against domestic abuse. Please collab with us to help! Send us a DM!,11
163,*insert happy dance* 👯 #weekendwarriors,workplaceharassment,"|.
.
.
.
.
.
.
#employmentlaw #losangeles #orangecounty #lawyer #wrongfulterminationlawyer #eeoc #workplacediscrimination #employmentattorney #instalaw #instalawyer #abogado #attorneyatlaw #odellaw #lawyersofinstagram #retaliation #workplaceharassment #employeerights #wrongfultermination #feha #officedecor #officespace|Disclaimer: This post is a legal advertisement, and any comments provided does not create an attorney-client relationship.",20
164,"NEWSFLASH!  New laws make it easier to sue for sexual harassment in New York—we don’t want more lawsuits though, we want less harassment and retaliation and more equality!!! If your company doesn’t want to get sued, please take reports of sexual harassment seriously-AND DON'T ALLOW RETALIATION! #sexualharassment #workplaceharassment #retaliation #nyc #nyclaw",workplaceharassment,|Yep 👍|Brava Megan!♥️,32
165,"Last month, New York Governor Andrew Cuomo was expected to sign a bill that would amend and strengthen existing workplace harassment and discrimination laws. This week, he delivered.

The legislation, which Cuomo signed into law Aug. 12, has dozens of amendments to New York’s existing workplace harassment laws, but its most notable changes include removing the “severe or pervasive” wording, which set a requirement for the level of severity abusive conduct must have before a company can be held accountable. Additionally, the new law expands the definition of what a company can consider an “employee,” including independent contractors and other outside workers who serve an organization.

#diversityinc #andrewcuomo #workplaceharassment #newbill #newyork #goodnews #news

http://ow.ly/xCMF50vzEhn",workplaceharassment,|@kelsully,6
166,#masculinism #masculinist #metoo #menrules #antiracism #feminst #artofmanliness #redpillreality #sentimentalism #realmen #mgtow #workplaceharassment #kyliejenner,workplaceharassment,|👍❤️|Check out the @NotMe.App a tool to report workplace harassment and discrimination within any work sector,108
167,#workerscomp #workmanscomp #workerscompensation #workerscomplawyers #injurylawyer #injurylawyers #workinjury #workinjuries #injuredatwork #hurtatwork #workaccident #workaccidents #repetitivestraininjury #repetitivemotioninjury #carpaltunnel #backinjury #kneeinjury #workplaceabuse #workplaceharassment #employeerights #legalhelp #legaladvice #insuranceclaim #personalinjurylawyer #personalinjuryattorney #lawyersofinstagram #alvandilawgroup #employmentlawyers,workplaceharassment,|Best wishes to you,9
168,"Hello everyone! ❤️ Here is my #thursdaytips for you! 📣
.
.
.
.
Except for Texas, every state legally requires companies to carry workers' compensation insurance either through a private insurer or the state, or the business can elect to be self-insured. Each state has different rules regarding what is covered, how issues are evaluated, how medical care is delivered and the amount of benefits an employee can receive, so be sure to check your state's regulations. .
.
Business owners can reduce claims and lower their premiums by … - Assessing the safety of the work environment by investigating how safe the equipment is, determining whether it needs to be repaired or replaced, offering safety gear where needed and providing ergonomic office equipment. - Creating a safe work environment by training all employees on workplace safety, offering updates and tips on best practices, and incentivizing employees' accident-free work. - Getting injured employees back to work faster. - Starting an employee wellness program to encourage healthy living and fitness, which can reduce the number of employees injured on the job.
.
.
If you would like to know more informations, or maybe get a quick quote for your business, we are here to help! ✅

#workcompesation #insuranceagent #injury #employeebenefits #regulations .
.
.
Source: https://www.ppo-hmo.com/post/6-things-you-need-to-know-about-workers-compensation-insurance",workplaceharassment,|#personalinjury #injurylawyer #lawyersofinstagram #personalinjurylawyer #injurylawyers #injuredatwork #kneeinjury #employmentlaw #backinjury #workplacebullying #workplaceinjury #workplacesafety #disabilityrights #workcomplawyer #workplaceaccident #workplaceharassment #workinjury #workmanscomp #insuranceclaim #injuryrecovery #sexualharassment #knowyourrights,34
